subject	predicate	object
regression	HasContext	statistics
regression	HasContext	psychiatry
regression	Synonym	regression
discontinued	SimilarTo	out_of_print
discontinued	SimilarTo	interrupted
functioning	SimilarTo	functional
functioning	Synonym	operation
functioning	SimilarTo	up
deprived	Synonym	disadvantaged
handling	IsA	handling
handling	Synonym	treatment
instability	IsA	undependability
intrinsic	SimilarTo	internal
intrinsic	Synonym	intrinsic
intrinsic	SimilarTo	internal
intrinsic	HasContext	anatomy
appearance	IsA	representation
goitre	Synonym	goiter
correlation	Synonym	correlation
correlation	IsA	reciprocality
correlation	PartOf	correlational_analysis
correlation	IsA	correlation
ssri	Synonym	selective-serotonin_reuptake_inhibitor
erythromycin	AtLocation	a_medicine_chest
glutamine	IsA	amino_acid
tip	IsA	end
speech	Synonym	address
speech	HasContext	language
speech	Synonym	language
patency	Synonym	obviousness
patency	IsA	openness
vitamins	IsA	nutritional_supplements
vitamins	AtLocation	a_suitcase
vitamins	HasA	prices_written_on_them
vitamins	AtLocation	a_medicine_chest
molecule	AtLocation	your_hand
molecule	DefinedAs	smallest_unit_of_a_compound
molecule	Synonym	atom
molecule	IsA	molecule
retrospective	RelatedTo	backward
retrospective	IsA	art_exhibition
inhibitory	SimilarTo	restrictive
day	RelatedTo	day
day	RelatedTo	time
day	RelatedTo	week
day	IsA	24_hours_long
swedish	IsA	language
tau	IsA	letter
neuron	PartOf	a_brain
neuron	PartOf	a_cerebral_cortex
neuron	Synonym	nerve_cell
degeneration	Synonym	degeneracy
average	RelatedTo	mean
average	RelatedTo	middle
average	RelatedTo	median
average	MannerOf	achieve
suppression	Synonym	inhibition
activating	SimilarTo	causative
activating	Synonym	energizing
infiltration	HasContext	military
infiltration	Synonym	percolation
consistent	Synonym	coherent
consistent	Synonym	reproducible
consistent	SimilarTo	conformable
strain	Synonym	strive
strain	Synonym	form
strain	Synonym	tense
strain	MannerOf	use
diagnosis	IsA	designation
diagnosis	IsA	diagnosis
neither	RelatedTo	nor
neither	SimilarTo	incomplete
raised	SimilarTo	raised
raised	SimilarTo	up
raised	SimilarTo	upraised
raised	Synonym	brocaded
antidepressant	IsA	medicine
antidepressant	Synonym	antidepressant
evaluate	Synonym	judge
evaluate	Synonym	measure
appear	RelatedTo	up
appear	RelatedTo	show
graft	MannerOf	join
graft	HasContext	surgery
month	RelatedTo	year
month	RelatedTo	time
month	RelatedTo	days
month	RelatedTo	thirty
fatty	SimilarTo	oleaginous
fatty	SimilarTo	suety
site	IsA	site
site	Synonym	locate
site	IsA	site
noted	Synonym	far-famed
birds	HasA	feathers
birds	AtLocation	the_sky
birds	AtLocation	a_roof
birds	AtLocation	a_forest
turn	RelatedTo	direction
turn	RelatedTo	left
turn	RelatedTo	right
turn	RelatedTo	movement
nets	UsedFor	catch_fish
nets	CapableOf	catch_butterflies
nets	UsedFor	collect_insects
skin	UsedFor	covering_the_body
skin	UsedFor	protecting_the_body
skin	AtLocation	a_body
stages	IsA	usually_on_the_land
capable	SimilarTo	able
transcript	IsA	writing
viruses	IsA	almost_inconceivably_small
viruses	CapableOf	attack_our_immune_system
viruses	IsA	not_living_organisms
viruses	IsA	things_on_the_edge_of_life
need	RelatedTo	want
need	RelatedTo	requirement
need	RelatedTo	desire
need	CausesDesire	buy_something
british	Synonym	British_people
british	IsA	pansys
described	SimilarTo	delineated
lethal	SimilarTo	fatal
antigen	IsA	substance
antigen	PartOf	antigen
antigen	HasContext	immunology
activator	IsA	substance
activator	HasContext	biology
blocked	SimilarTo	closed
blocked	SimilarTo	obstructed
primates	IsA	animal_order
primates	Synonym	Primates
safety	HasContext	American_football
safety	IsA	condition
safety	IsA	score
completely	Synonym	altogether
transmission	IsA	gear
hypercholesterolemia	IsA	symptom
hypercholesterolemia	IsA	hypercholesterolemia
modulate	Synonym	tone
modulate	MannerOf	adjust
modulate	HasContext	music
modulate	MannerOf	change
loop	Synonym	loop
loop	MannerOf	tie
loop	IsA	intrauterine_device
loop	MannerOf	knit
fewer	SimilarTo	less
fewer	RelatedTo	less
fewer	RelatedTo	few
abundant	SimilarTo	abundant
abundant	SimilarTo	superabundant
abundant	SimilarTo	plenteous
discharge	IsA	material
cytidine	Synonym	deoxycytidine
obstructive	SimilarTo	preventive
stimulated	SimilarTo	excited
programme	Synonym	course_of_study
programme	Synonym	program
programme	Synonym	program
programme	Synonym	program
west	IsA	location
west	IsA	direction
castration	Synonym	expurgation
castration	IsA	neutering
castration	IsA	operation
newly	Synonym	freshly
identical	HasContext	physics
identical	Synonym	superposable
identical	Synonym	selfsame
noninvasive	HasContext	medicine
hypersensitivity	IsA	sensitivity
hypersensitivity	IsA	hypersensitivity
ward	IsA	block
ward	IsA	ward
significance	IsA	importance
breaks	CapableOf	slow_the_car
satellite	AtLocation	orbit
satellite	IsA	satellite
satellite	Synonym	satellite
oxford	Synonym	Oxford_University
oxford	PartOf	England
oxford	IsA	oxford
oxford	PartOf	Georgia
tax	RelatedTo	government
tax	RelatedTo	money
tax	RelatedTo	payment
tax	RelatedTo	income
cytoskeleton	PartOf	cytoplasm
cytoskeleton	IsA	structure
cytomegalovirus	IsA	herpes
surrounding	Synonym	circumferent
spike	MannerOf	fasten
spike	Synonym	transfix
spike	IsA	holding_device
spike	MannerOf	develop
5	SimilarTo	cardinal
5	Synonym	five
august	IsA	a_month
participating	SimilarTo	involved
community	CapableOf	value_good_morals
community	IsA	agreement
community	IsA	group
community	MadeOf	political_ideology
white	DefinedAs	opposite_of_black
hypospadias	IsA	abnormality
nucleotide	IsA	ester
nucleotide	IsA	nucleotide
seven	IsA	a_number
mathematical	Synonym	numerical
mathematical	HasContext	mathematics
mathematical	SimilarTo	exact
mathematical	SimilarTo	unquestionable
radiation	IsA	radiation
radiation	IsA	radiation
radiation	IsA	radiation
fusion	Synonym	fusion
bacteria	AtLocation	the_water
bacteria	IsA	microorganism
bacteria	IsA	bacteria
bacteria	IsA	bacteria
restriction	IsA	rule
seeded	SimilarTo	seedless
seeded	SimilarTo	seedy
seeded	Synonym	sown
defective	SimilarTo	abnormal
injection	IsA	solution
injection	IsA	injection
injection	IsA	injection
immunologic	Synonym	immunological
fraction	IsA	fraction
fraction	IsA	rational_number
fraction	IsA	fraction
fraction	IsA	fraction
termination	Synonym	result
largely	Synonym	for_the_most_part
possibly	Synonym	perchance
involvement	Synonym	engagement
involvement	Synonym	participation
involvement	Synonym	interest
intensity	IsA	degree
commonly	Synonym	unremarkably
activities	ReceivesAction	done_in_sequence
plus	Synonym	asset
plus	Synonym	positive
plus	SimilarTo	positive
plus	SimilarTo	nonnegative
skeletal	Synonym	cadaverous
plasmablast	IsA	plasma_cell
continuous	SimilarTo	persisting
continuous	RelatedTo	unbroken
continuous	SimilarTo	endless
remains	IsA	object
attributable	SimilarTo	ascribable
attributable	SimilarTo	traceable
heterogeneity	IsA	nonuniformity
modified	SimilarTo	restricted
modified	RelatedTo	varied
modified	SimilarTo	qualified
modified	SimilarTo	adapted
comparing	Synonym	comparison
order	RelatedTo	command
localization	IsA	determination
bound	SimilarTo	bound
bound	Synonym	apprenticed
bound	SimilarTo	bound
bound	RelatedTo	unfree
spontaneous	SimilarTo	unscripted
spontaneous	SimilarTo	instinctive
highlight	Synonym	highlight
highlight	IsA	light
highlight	IsA	detail
highlight	MannerOf	make_up
robust	SimilarTo	heavy-armed
robust	RelatedTo	healthy
robust	RelatedTo	rugged
modeling	Synonym	mold
modeling	IsA	sculpture
modeling	Synonym	model
weak	SimilarTo	puny
weak	SimilarTo	regular
weak	RelatedTo	tender
weak	Synonym	faint
detecting	Synonym	detection
implicated	SimilarTo	involved
disrupt	Synonym	interrupt
disrupt	Synonym	interrupt
pathogenic	SimilarTo	unhealthful
sleep	HasSubevent	you_dream
sleep	HasPrerequisite	close_your_eyes
sleep	HasPrerequisite	get_in_bed
sleep	MotivatedByGoal	rest
much	RelatedTo	lot
much	Antonym	little
much	IsA	large_indefinite_quantity
much	Synonym	often
registration	HasContext	music
whole	Synonym	hale
switch	Synonym	interchange
localized	HasContext	medicine
localized	Synonym	localised
localized	SimilarTo	local
rhesus	Synonym	rhesus
rhesus	IsA	macaque
artery	IsA	a_blood_vessel
artery	AtLocation	a_body
artery	UsedFor	carrying_blood
artery	IsA	artery
completed	Synonym	accomplished
completed	SimilarTo	consummated
completed	SimilarTo	complete
completed	HasContext	football
reliable	SimilarTo	tried_and_true
reliable	RelatedTo	trustworthy
reliable	Synonym	authentic
sorting	Synonym	classification
sorting	Synonym	sort
patent	IsA	legal_document
patent	Synonym	patent
patent	SimilarTo	unobstructed
patent	IsA	document
ectopic	HasContext	anatomy
severely	Synonym	sternly
elicited	SimilarTo	induced
nonhuman	SimilarTo	anthropoidal
nonhuman	SimilarTo	inhuman
nonhuman	SimilarTo	bloodless
nonhuman	SimilarTo	dehumanised
mosquitos	CapableOf	spread_disease
mosquitos	IsA	flying_insects
disruption	Synonym	dislocation
disruption	IsA	disturbance
disruption	Synonym	break
hypoglycemia	IsA	symptom
hypoglycemia	PartOf	insulin_shock
basal	Synonym	radical
basal	Synonym	elementary
basal	SimilarTo	basic
altered	SimilarTo	revised
altered	SimilarTo	adjusted
altered	SimilarTo	emended
altered	SimilarTo	paraphrastic
systematic	RelatedTo	organized
members	CapableOf	salt_away_a_few_extra_dollars
members	AtLocation	a_cabinet
context	IsA	environment
point	RelatedTo	tip
point	RelatedTo	dot
point	RelatedTo	finger
point	RelatedTo	sharp
angiogenesis	IsA	growth
partner	Synonym	spouse
onset	IsA	start
onset	Synonym	attack
invasive	Synonym	incursive
invasive	HasContext	medicine
invasive	SimilarTo	strong-growing
invasive	Synonym	encroaching
subcutaneous	Synonym	hypodermic
potent	SimilarTo	equipotent
potent	SimilarTo	potent
ordering	Synonym	order
pharmacists	CapableOf	dispense_drugs
pharmacists	CapableOf	prepare_medications_from_a_prescription
pharmacists	HasA	machines_that_count_pills
pharmacists	CapableOf	sell_drugs
rounding	Synonym	rounding
rounding	HasContext	mathematics
rounding	IsA	miscalculation
teams	MadeOf	team_members
teams	HasA	players
teams	IsA	playing_the_games_together
teams	CapableOf	pick_a_leader
full	DistinctFrom	empty
full	SimilarTo	full
full	SimilarTo	air-filled
full	SimilarTo	riddled
measured	Synonym	metrical
measured	Synonym	mensural
measured	SimilarTo	unhurried
locomotor	Synonym	locomotive
alzheimers	Synonym	Alzheimer's_disease
convert	MannerOf	persuade
social	RelatedTo	sociable
social	RelatedTo	gregarious
social	SimilarTo	ethnical
nucleus	PartOf	a_cell
nucleus	HasContext	astronomy
nucleus	Synonym	lens_nucleus
nucleus	IsA	neural_structure
screen	AtLocation	the_movies
screen	MannerOf	choose
screen	IsA	screen
screen	Synonym	screen
marked	SimilarTo	barred
marked	SimilarTo	well-marked
marked	SimilarTo	scarred
marked	Synonym	pronounced
cord	UsedFor	tie
cord	IsA	line
cord	AtLocation	a_hardware_store
propagation	IsA	dissemination
propagation	IsA	physical_phenomenon
rodents	IsA	mammals
trends	IsA	plural_for_trend
trends	DefinedAs	plural_of_trend
vegans	IsA	people_who_consume_no_animal_products
vegans	NotCapableOf	consume_any_animal_products
vegetarians	NotCapableOf	eat_meat
vegetarians	NotCapableOf	eat_chicken
vegetarians	NotCapableOf	eat_animals
vegetarians	NotCapableOf	believe_in_eating_meat
publication	IsA	publication
smokers	CapableOf	be_forming_bad_habits
smokers	CapableOf	age_prematurely
smokers	IsA	non-U
smokers	Desires	smoke
attendance	IsA	company
attendance	IsA	frequency
channels	IsA	transmission
channels	ReceivesAction	selected_to_watch_on_t_v
sensors	UsedFor	collect_information
pioneer	MannerOf	introduce
pioneer	IsA	settler
inducer	Synonym	persuader
inducer	IsA	agent
maturation	Synonym	festering
maturation	IsA	organic_process
maturation	Synonym	growth
healthcare	IsA	care
mesodermal	Synonym	mesoblastic
humerus	PartOf	arm
humerus	IsA	arm_bone
occurrence	Synonym	happening
beats	Synonym	beat_generation
eye	RelatedTo	organ
eye	RelatedTo	seeing
eye	RelatedTo	face
eye	RelatedTo	part
ied	Synonym	improvised_explosive_device
ied	IsA	explosive
rip	Synonym	rent
rip	Synonym	rend
antiviral	Synonym	antiviral
antiviral	IsA	medicine
deamination	IsA	chemical_process
stenosis	IsA	stenosis
stenosis	IsA	stenosis
stenosis	IsA	stenosis
stenosis	IsA	stenosis
populated	SimilarTo	inhabited
epidural	Synonym	epidural_anesthesia
tube	MannerOf	ride
52	SimilarTo	cardinal
primarily	Synonym	principally
primarily	Synonym	in_the_first_place
nile	Synonym	Nile
nile	PartOf	Sudan
nile	PartOf	Egypt
nile	PartOf	Uganda
advanced	SimilarTo	late
advanced	SimilarTo	civilized
advanced	Synonym	sophisticated
advanced	SimilarTo	high
countries	HasA	populations
countries	ReceivesAction	composed_of_politcal_alliances
countries	CapableOf	arm_rebel_groups
middle	RelatedTo	center
middle	RelatedTo	between
middle	RelatedTo	centre
middle	RelatedTo	in_between
last	Synonym	in_conclusion
last	SimilarTo	ultimate
haematological	Synonym	hematologic
parasite	IsA	parasite
parasite	IsA	organism
parasite	HasContext	plant
considerable	SimilarTo	right_smart
parents	CapableOf	name_children
parents	CapableOf	name_their_babies
parents	CapableOf	end_a_dispute
parents	CapableOf	care_for_children
systems	DefinedAs	plural_of_"system"
understood	SimilarTo	comprehended
understood	SimilarTo	interpreted
understood	Synonym	tacit
decline	MannerOf	descend
decline	Synonym	refuse
decline	IsA	condition
decline	Synonym	descent
course	RelatedTo	golf
course	RelatedTo	class
course	RelatedTo	path
course	RelatedTo	college
modest	SimilarTo	moderate
rapidly	Synonym	in_short_order
undergo	Synonym	experience
alveolar	Synonym	alveolar_consonant
adaptive	SimilarTo	adaptational
adaptive	SimilarTo	adjustive
adaptive	SimilarTo	accommodative
decreasing	SimilarTo	diminuendo
decreasing	SimilarTo	allargando
decreasing	SimilarTo	calando
decreasing	SimilarTo	diminishing
lowering	IsA	movement
lowering	Synonym	sullen
peak	AtLocation	the_top_of_a_mountain
peak	Synonym	bill
late	DistinctFrom	early
late	Synonym	belatedly
late	Synonym	previous
late	SimilarTo	latish
firing	Synonym	ignition
firing	Synonym	discharge
firing	Synonym	fire
firing	Synonym	dismissal
mm	Synonym	millimeter
made	SimilarTo	successful
made	SimilarTo	made
made	SimilarTo	ready-made
save	MannerOf	prevent
save	Synonym	deliver
temperature	IsA	temperature
temperature	IsA	temperature
temperature	IsA	temperature
temperature	IsA	somesthesia
needed	Synonym	requisite
vision	IsA	imagination
vision	IsA	vision
faster	Synonym	quicker
protected	SimilarTo	burglarproof
protected	SimilarTo	shielded
protected	SimilarTo	battlemented
protected	SimilarTo	snug
recombination	HasContext	physics
recombination	IsA	combining
recombination	IsA	combining
recombination	HasContext	genetics
recorded	SimilarTo	recorded
recorded	SimilarTo	filmed
recorded	SimilarTo	prerecorded
recorded	SimilarTo	recorded
toxicity	IsA	definite_quantity
toxicity	IsA	toxicity
toxicity	Synonym	perniciousness
useful	SimilarTo	utilizable
useful	SimilarTo	utilitarian
useful	SimilarTo	multipurpose
useful	SimilarTo	handy
dynamic	SimilarTo	high-powered
dynamic	Synonym	active
dynamic	SimilarTo	impulsive
dynamic	SimilarTo	can-do
autoimmunity	IsA	pathology
autoimmunity	PartOf	autoimmune_disease
considered	SimilarTo	well-advised
rheumatoid	SimilarTo	unhealthy
fiber	Synonym	fiber
fiber	IsA	fabric
fiber	Synonym	roughage
heavy	RelatedTo	weight
heavy	DistinctFrom	light
heavy	Synonym	intemperate
beneficial	SimilarTo	advantageous
commelina	IsA	flower
mottle	MannerOf	spot
destruction	Synonym	end
destruction	AtLocation	a_war_zone
pol	Synonym	politician
pol	RelatedTo	pol
abdominal	IsA	skeletal_muscle
abdominal	Synonym	abdominal
abdominal	PartOf	abdomen
aortic	Synonym	aortal
aneurysm	IsA	aneurysm
aneurysm	IsA	cardiovascular_disease
aneurysm	IsA	aneurysm
aneurysm	IsA	aneurysm
bmi	Synonym	body_mass_index
third	Synonym	3rd
third	IsA	rank
third	IsA	interval
third	Synonym	one-third
classical	IsA	music
classical	SimilarTo	classical
classical	SimilarTo	Graeco-Roman
classical	SimilarTo	traditional
tested	Synonym	tried_and_true
tested	Synonym	well-tried
include	HasContext	chemistry
gaba	Synonym	gamma_aminobutyric_acid
recognition	IsA	organic_phenomenon
recognition	IsA	credence
recognition	Synonym	realization
distance	RelatedTo	length
distance	RelatedTo	measurement
distance	RelatedTo	measure
distance	RelatedTo	how
estrogen	IsA	steroid_hormone
estrogen	Synonym	estrogen
organisms	CapableOf	die
biology	IsA	a_science
biology	IsA	biology
cuff	IsA	cuff
cuff	Synonym	handcuffs
cuff	MannerOf	slap
cuff	IsA	lap
stroma	IsA	plant_tissue
stroma	IsA	animal_tissue
stratified	SimilarTo	laminal
stratified	Synonym	class-conscious
stratified	SimilarTo	foliated
stratified	SimilarTo	sheetlike
atp	Synonym	adenosine_triphosphate
continued	SimilarTo	continuing
proliferate	MannerOf	grow
recombinant	IsA	cell
recombinant	IsA	organism
representative	SimilarTo	typical
tb	IsA	computer_memory_unit
tb	Synonym	terbium
tb	PartOf	PB
tb	Synonym	terabyte
transition	IsA	passage
subset	IsA	set
hospice	IsA	housing
hospice	IsA	medical_care
physicians	CapableOf	transgress_their_professional_ethics
unit	RelatedTo	measurement
unit	RelatedTo	single
unit	RelatedTo	measure
repairs	CapableOf	cost_a_fortune
repairs	ReceivesAction	funded_through_the_federal_government
usual	Synonym	common
aggressive	RelatedTo	offensive
aggressive	SimilarTo	hostile
aggressive	SimilarTo	in-your-face
aggressive	SimilarTo	high-pressure
eczema	IsA	eczema
eczema	IsA	eczema
eczema	IsA	eczema
positioning	SimilarTo	orienting
positioning	Synonym	placement
fibers	ReceivesAction	spun_into_thread
fibers	ReceivesAction	found_throughout_the_human_body
incapable	Synonym	unequal_to
incapable	SimilarTo	unsusceptible
incapable	RelatedTo	incompetent
incapable	SimilarTo	unable
underlying	SimilarTo	subjacent
transduction	IsA	natural_process
transduction	IsA	organic_process
transduction	HasContext	genetics
matched	SimilarTo	matching
matched	SimilarTo	one-to-one
matched	SimilarTo	competitive
matched	RelatedTo	compatible
future	Antonym	past
future	DistinctFrom	past
future	SimilarTo	future-day
deprivation	Synonym	privation
deprivation	Synonym	privation
deprivation	Synonym	loss
ever	Synonym	of_all_time
ever	Synonym	always
ever	Synonym	ever_so
ever	RelatedTo	always
case	RelatedTo	brief
case	RelatedTo	container
case	RelatedTo	box
case	RelatedTo	luggage
ribosome	IsA	organelle
repeat	RelatedTo	again
repeat	RelatedTo	say
repeat	RelatedTo	do
repeat	RelatedTo	say_again
recovery	IsA	improvement
help	HasSubevent	that_they_thank_you
help	RelatedTo	aid
help	RelatedTo	assistance
help	RelatedTo	assist
sliding	SimilarTo	slippery
moderate	SimilarTo	reasonable
moderate	Synonym	control
moderate	RelatedTo	temperate
synapse	PartOf	brain
synapse	IsA	junction
synapse	PartOf	nerve
crohn	Synonym	Burrill_Bernard_Crohn
diversity	Synonym	diverseness
diversity	IsA	condition
objective	HasContext	grammar
objective	SimilarTo	real
vein	IsA	vein
vein	IsA	vein
vein	IsA	vein
vein	IsA	vein
participation	Synonym	engagement
participation	IsA	condition
united	SimilarTo	unpartitioned
united	SimilarTo	confederative
united	RelatedTo	integrated
united	SimilarTo	tied
histocompatibility	IsA	organic_phenomenon
leukocyte	IsA	free_phagocyte
autoantibody	IsA	antibody
fertility	Synonym	richness
fertility	Synonym	birthrate
utility	Synonym	utility
utility	IsA	service
variant	Synonym	random_variable
variant	Synonym	version
variant	SimilarTo	different
variant	SimilarTo	variable
selected	SimilarTo	elect
bias	SimilarTo	oblique
bias	MannerOf	prejudice
confer	MannerOf	award
majority	IsA	number
majority	HasContext	election
facilitate	MannerOf	cause
facilitate	HasContext	physiology
deficient	Synonym	substandard
deficient	Synonym	insufficient
start	RelatedTo	beginning
start	RelatedTo	begin
start	IsA	turn
south	Synonym	in_the_south
south	SimilarTo	southernmost
south	Synonym	south
south	Synonym	south
phosphatase	IsA	enzyme
interleukin	IsA	lymphokine
identifier	IsA	symbol
msc	Synonym	Master_of_Science
hg	Synonym	hectogram
hg	Synonym	mercury
correlate	Synonym	correlated
correlate	MannerOf	match
costs	IsA	reimbursement
medication	IsA	therapy
medication	Synonym	medicine
sodium	IsA	an_alkaline_metal
sodium	IsA	metallic_element
anthrax	IsA	a_disease
anthrax	IsA	zoonosis
anthrax	IsA	anthrax
excessive	Synonym	inordinate
medicine	AtLocation	a_cabinet
orphan	IsA	line
orphan	IsA	person
center	RelatedTo	middle
center	IsA	center
center	IsA	position
differential	HasContext	mathematics
differential	Synonym	differential_gear
differential	Synonym	derived_function
particular	SimilarTo	careful
particular	Synonym	particular_proposition
particular	IsA	fact
particular	Synonym	detail
trend	Synonym	vogue
trend	Synonym	tendency
trend	Synonym	drift
trend	Synonym	swerve
estimate	IsA	calculation
paternal	Synonym	parental
paternal	SimilarTo	paternal
paternal	SimilarTo	paternalistic
paternal	Synonym	agnatic
diethylstilbestrol	IsA	estrogen
january	PartOf	Gregorian_calendar
retained	SimilarTo	preserved
envelope	UsedFor	mailing_a_letter
envelope	UsedFor	send_a_letter
envelope	AtLocation	a_drawer
envelope	UsedFor	protect
exhaustion	CausesDesire	sleep
exhaustion	Synonym	debilitation
glycolysis	IsA	metabolism
electrical	Synonym	electric
gynandromorph	Synonym	hermaphrodite
avian	HasContext	zoology
avian	IsA	animal
inherent	Synonym	implicit_in
inherent	Synonym	built-in
charcoal	Synonym	charcoal
charcoal	Synonym	charcoal-gray
charcoal	HasContext	art
charcoal	Entails	trace
poisoning	IsA	physiological_state
poisoning	IsA	poisoning
poisoning	IsA	killing
poisoning	Causes	sickness
shows	IsA	things
shows	IsA	sitcoms
shows	IsA	plural_of_show
shows	ReceivesAction	married
net	UsedFor	catching_fish
net	UsedFor	catch_fish
net	AtLocation	a_boat
net	UsedFor	fishing
arthritis	IsA	arthritis
arthritis	IsA	arthritis
arthritis	IsA	inflammatory_disease
arthritis	IsA	arthritis
perpetuate	MannerOf	continue
rescued	Synonym	reclaimed
yeast	IsA	fungus
yeast	IsA	an_ingredient_in_bread
yeast	IsA	yeast
differ	Synonym	disagree
yellow	IsA	a_color
yellow	IsA	a_colour
yellow	IsA	a_primary_color
yellow	RelatedTo	color
typical	SimilarTo	representative
typical	Synonym	distinctive
typical	SimilarTo	classic
typical	RelatedTo	characteristic
structural	SimilarTo	constructive
structural	Synonym	geomorphologic
structural	Synonym	morphologic
cytochrome	IsA	cytochrome
cytochrome	HasContext	biochemistry
cytochrome	IsA	hemoprotein
space	RelatedTo	outer
space	RelatedTo	stars
space	RelatedTo	universe
space	RelatedTo	planets
myosin	IsA	globulin
precise	SimilarTo	on_the_button
precise	SimilarTo	fine
precise	SimilarTo	refined
precise	SimilarTo	skillful
downstream	Synonym	downriver
variable	IsA	variable
variable	SimilarTo	shifting
variable	RelatedTo	inconstant
variable	SimilarTo	adaptable
efficiently	Synonym	expeditiously
comparable	SimilarTo	comparable_to
often	RelatedTo	frequently
often	Synonym	frequently
review	IsA	review
review	IsA	criticism
review	Synonym	follow-up
matter	IsA	consequence
diverse	SimilarTo	different
limit	RelatedTo	speed
limit	RelatedTo	maximum
limit	RelatedTo	boundary
university	IsA	a_place
university	IsA	institution
university	IsA	body
university	IsA	university
corrected	SimilarTo	apochromatic
corrected	SimilarTo	rectified
corrected	SimilarTo	aplanatic
still	Synonym	stock-still
breakdown	Synonym	decomposition
breakdown	IsA	breakdown
starting	Synonym	start
starting	SimilarTo	protrusive
outpatient	IsA	patient
fructose	IsA	ketohexose
interfere	MannerOf	impede
burden	Synonym	charge
meat	UsedFor	eat
meat	AtLocation	the_butcher_shop
meat	UsedFor	eating
meat	AtLocation	the_freezer
maintained	SimilarTo	preserved
maintained	Synonym	retained
progeny	Synonym	offspring
line	RelatedTo	straight
line	AtLocation	graph
line	RelatedTo	points
line	PartOf	letter
microscopy	IsA	microscopy
microscopy	IsA	research
microscopy	IsA	microscopy
tsa	Synonym	Transportation_Safety_Administration
scar	AtLocation	your_finger
trigger	PartOf	a_gun
trigger	Synonym	gun_trigger
trigger	IsA	device
nervous	Synonym	aflutter
nervous	Synonym	skittish
determinant	IsA	cognitive_factor
cone	RelatedTo	cream
cone	RelatedTo	ice_cream
cone	RelatedTo	ice
cone	RelatedTo	shape
therapeutics	IsA	medicine
mvp	Synonym	most_valuable_player
vault	AtLocation	a_bank
vault	RelatedTo	bank
vault	IsA	strongroom
suppressive	SimilarTo	restrictive
unwanted	Synonym	undesirable
unwanted	SimilarTo	casteless
unwanted	RelatedTo	unloved
unwanted	SimilarTo	unwished-for
ischaemic	Synonym	ischemic
emergence	IsA	appearance
homologous	HasContext	biology
homologous	SimilarTo	homological
database	IsA	an_example_of_computer_software
database	IsA	information
selection	Synonym	survival
protect	RelatedTo	serve
protect	RelatedTo	guard
protect	RelatedTo	safe
aspirin	AtLocation	a_medicine_cabinet
aspirin	CapableOf	relieve_headache_pain
aspirin	IsA	aspirin
progress	RelatedTo	forward
progress	Synonym	progress
completion	IsA	termination
fifth	Synonym	one-fifth
fifth	IsA	interval
fifth	IsA	rank
vulnerable	RelatedTo	unprotected
vulnerable	RelatedTo	susceptible
vulnerable	SimilarTo	penetrable
vulnerable	SimilarTo	defenceless
round	RelatedTo	circle
round	RelatedTo	shape
round	RelatedTo	circular
done	SimilarTo	cooked
done	Synonym	through_with
done	RelatedTo	finished
fragility	IsA	weakness
fragility	IsA	vulnerability
ml	Synonym	milliliter
half	IsA	part
half	PartOf	basketball
half	IsA	half
half	PartOf	football
rapamycin	IsA	a_potent_immunosuppressant
stiff	Synonym	stiffly
stiff	Synonym	unfaltering
stiff	Synonym	cadaver
stiff	SimilarTo	strong
commit	Synonym	give
commit	Synonym	entrust
commit	Synonym	perpetrate
illness	AtLocation	the_hospital
promotion	Synonym	promotion
promotion	IsA	encouragement
caloric	Synonym	thermal
primordial	Synonym	aboriginal
specification	IsA	naming
specification	IsA	description
specification	HasContext	law
carbon	IsA	an_element
carbon	AtLocation	organic_matter
carbon	Synonym	carbon_paper
minus	SimilarTo	negative
minus	Synonym	subtraction
minus	Synonym	negative
inmates	CapableOf	'scape_prisons
nationwide	Synonym	across_the_country
nationwide	Synonym	countrywide
varying	SimilarTo	varied
caesarean	Synonym	Caesarian
caesarean	Synonym	cesarean
caesarean	Synonym	cesarean_delivery
section	IsA	section
street	RelatedTo	road
street	UsedFor	driving_on
street	RelatedTo	avenue
street	UsedFor	walking
forced	Synonym	constrained
forced	SimilarTo	involuntary
forced	SimilarTo	unscheduled
dicer	IsA	mechanical_device
speaker	CapableOf	field_questions
speaker	AtLocation	a_conference
speaker	CapableOf	field_a_question
speaker	AtLocation	a_shelf
7	IsA	a_number
7	Synonym	seven
7	SimilarTo	cardinal
40	Synonym	forty
40	SimilarTo	cardinal
smooth	RelatedTo	slippery
smooth	SimilarTo	easy
smooth	SimilarTo	entire
smooth	Entails	rub
allergen	IsA	substance
passeriformes	IsA	animal_order
passeriformes	Synonym	Passeriformes
bolus	IsA	pill
bolus	IsA	ball
14	Synonym	fourteen
inner	Synonym	interior
inner	RelatedTo	central
inner	HasContext	anatomy
inner	SimilarTo	innermost
causative	SimilarTo	anorexigenic
causative	SimilarTo	abortifacient
causative	SimilarTo	contributing
causative	SimilarTo	errhine
amyloidosis	IsA	illness
vi	Synonym	six
vi	Synonym	6
vi	Synonym	United_States_Virgin_Islands
appendix	IsA	process
positivity	Synonym	incontrovertibility
positivity	Synonym	positivism
positivity	Synonym	positiveness
positivity	Synonym	favorableness
survey	Synonym	sketch
survey	Entails	look
survey	IsA	survey
survey	MannerOf	calculate
almost	RelatedTo	nearly
almost	Synonym	virtually
value	RelatedTo	worth
value	RelatedTo	price
value	RelatedTo	cost
