subject	predicate	object
northern	SimilarTo	septrional
northern	SimilarTo	circumboreal
crude	SimilarTo	unanalyzed
crude	Synonym	earthy
represented	Synonym	delineated
tasty	RelatedTo	salty
tasty	SimilarTo	flavoursome
tasty	SimilarTo	bitter
tasty	SimilarTo	salty
subunit	Synonym	fractional_monetary_unit
round	RelatedTo	circle
round	RelatedTo	shape
round	RelatedTo	circular
organized	SimilarTo	re-formed
organized	SimilarTo	configured
organized	RelatedTo	systematic
organized	SimilarTo	well-conducted
descending	SimilarTo	raining
descending	SimilarTo	downward-sloping
descending	SimilarTo	downward
descending	SimilarTo	downward-arching
plastic	IsA	material
plastic	IsA	a_man-made_product
plastic	IsA	plastic
plastic	Synonym	moldable
substitution	IsA	change
remaining	Synonym	unexpended
radioactive	SimilarTo	hot
iodine	IsA	a_bluish-black,_lustrous_solid
iodine	Synonym	tincture_of_iodine
moiety	IsA	one-half
moiety	IsA	social_group
hierarchy	IsA	hierarchy
hierarchy	IsA	series
repressing	Synonym	inhibitory
overt	RelatedTo	public
overt	SimilarTo	barefaced
ar	Synonym	argon
ar	Synonym	Arkansas
ar	Synonym	are
clock	RelatedTo	time
clock	RelatedTo	watch
clock	RelatedTo	timepiece
clock	RelatedTo	wall
vertebrate	IsA	chordate
facility	IsA	artifact
risen	SimilarTo	up
attempted	SimilarTo	unsuccessful
harm	MannerOf	injure
orgasm	DefinedAs	climax_of_sexual_excitement
orgasm	IsA	orgasm
satisfaction	Synonym	gratification
scanning	IsA	reproduction
scanning	IsA	photography
damaged	SimilarTo	broken-backed
damaged	RelatedTo	injured
damaged	SimilarTo	knocked-out
damaged	RelatedTo	destroyed
reaction	IsA	idea
reaction	IsA	reaction
reaction	IsA	resistance
like	RelatedTo	love
like	RelatedTo	similar
like	Synonym	alike_p
hydrogel	IsA	gel
compare	MannerOf	study
hyperactivity	IsA	disorder
hyperactivity	PartOf	attention_deficit_disorder
ensue	Synonym	result
np	Synonym	nurse_practitioner
np	Synonym	neptunium
au	Synonym	gold
au	Synonym	Astronomical_Unit
pressor	Synonym	vasoconstrictor
pressor	HasContext	physiology
arbitrary	SimilarTo	capricious
methotrexate	IsA	immunosuppressant
methotrexate	Synonym	methotrexate
methotrexate	IsA	antimetabolite
accordance	Synonym	accordance
accordance	Synonym	accord
accordance	IsA	giving
secular	Synonym	laic
secular	Synonym	profane
secular	Synonym	layman
secular	Synonym	worldly
industry	IsA	commercial_enterprise
industry	IsA	industry
industry	IsA	industry
marketing	Synonym	selling
averting	Synonym	aversion
averting	IsA	prevention
mitigate	MannerOf	decrease
mitigate	Synonym	extenuate
stabilizing	Synonym	stabilising
fas	Synonym	fetal_alcohol_syndrome
biased	Synonym	one-sided
amount	RelatedTo	quantity
amount	RelatedTo	total
amount	Synonym	sum
amount	Synonym	measure
verified	SimilarTo	proved
cytosine	IsA	pyrimidine
penetration	IsA	perception
governed	IsA	citizenry
na	Synonym	sodium
philadelphia	PartOf	Pennsylvania
series	IsA	series
unfaithful	SimilarTo	untrue
unfaithful	SimilarTo	treacherous
unfaithful	SimilarTo	apostate
unfaithful	Synonym	treasonable
shape	RelatedTo	square
drive	RelatedTo	car
drive	HasPrerequisite	get_in_the_car
drive	RelatedTo	action
drive	RelatedTo	cars
deficit	HasContext	sport
deficit	IsA	insufficiency
demand	RelatedTo	request
demand	IsA	request
greatest	SimilarTo	superior
neurogenesis	IsA	growth
weighing	Synonym	deliberation
doubled	Synonym	two-fold
decorated	Synonym	adorned
making	IsA	component
making	Synonym	devising
making	Synonym	qualification
insurance	IsA	insurance
insurance	IsA	security
insurance	IsA	insurance
insurance	IsA	insurance
psychoactive	SimilarTo	hallucinogenic
psychoactive	SimilarTo	mind-altering
psychoactive	SimilarTo	mind-expanding
psychoactive	SimilarTo	psychedelic
thiazide	IsA	thiazide
thiazide	IsA	diuretic_drug
outweigh	MannerOf	surpass
outweigh	Synonym	preponderate
min	IsA	Chinese
indication	IsA	naming
indication	IsA	advice
asian	Synonym	Asiatic
encompassing	Synonym	across-the-board
encompassing	Synonym	circumferent
senescent	SimilarTo	old
patch	Synonym	spot
patch	MannerOf	join
sharp	SimilarTo	keen
conical	Synonym	conic
parathyroid	Synonym	parathyroid_gland
sputum	Synonym	phlegm
shortness	Synonym	abruptness
shortness	IsA	lowness
shortness	IsA	lack
breath	RelatedTo	air
breath	IsA	bodily_process
wheeze	MannerOf	breathe
irrespective	Synonym	disregardless
pulse	IsA	periodic_event
pulse	Synonym	pulse
pulse	MannerOf	move
wave	RelatedTo	ocean
wave	RelatedTo	water
wave	RelatedTo	movement
wave	RelatedTo	motion
velocity	Synonym	speed
subject	predicate	object
radiotherapy	HasContext	medicine
considerably	Synonym	substantially
membership	IsA	relationship
hyperthermia	IsA	physiological_state
face	RelatedTo	head
face	RelatedTo	eyes
face	RelatedTo	nose
face	RelatedTo	front
make	RelatedTo	create
make	RelatedTo	construct
make	MannerOf	create_from_raw_material
make	MannerOf	estimate
account	RelatedTo	bank
account	RelatedTo	money
account	RelatedTo	checking
account	RelatedTo	savings
aldehyde	IsA	aldehyde
aldehyde	IsA	organic_compound
aldehyde	IsA	aldehyde
aldehyde	IsA	aldehyde
audiovisual	Synonym	audiovisual
audiovisual	IsA	teaching_aid
presentation	IsA	proposal
majority	IsA	number
majority	HasContext	election
untreated	SimilarTo	raw
untreated	RelatedTo	unprocessed
untreated	SimilarTo	unstained
sensitization	IsA	process
sensitization	HasContext	psychology
sensitization	Synonym	sensitizing
preparation	Synonym	planning
error	RelatedTo	mistake
error	IsA	misstatement
thiocyanate	IsA	salt
ai	IsA	artificial_intelligence
ai	Synonym	artificial_insemination
ai	Synonym	three-toed_sloth
ai	Synonym	artificial_intelligence
occluded	SimilarTo	combined
occluded	SimilarTo	obstructed
stop	RelatedTo	sign
stop	RelatedTo	red
stop	RelatedTo	halt
stop	DistinctFrom	go
focus	Synonym	concentrate
focus	IsA	point
nationwide	Synonym	across_the_country
nationwide	Synonym	countrywide
acetyl	Synonym	acetyl
acetyl	Synonym	acetyl
acetyl	IsA	acyl
biologic	Synonym	biological
adoptee	IsA	person
classify	MannerOf	classify
classify	MannerOf	restrict
gadolinium	IsA	metallic_element
mri	Synonym	magnetic_resonance_imaging
mri	UsedFor	non-invasively_uncover_internal_problems
mri	IsA	a_medical_test
mri	IsA	a_Magnetic_Resonance_Imaging
compression	IsA	shrinking
compression	IsA	encoding
immobile	SimilarTo	immoveable
immobile	SimilarTo	nonmotile
august	IsA	a_month
quantum	HasContext	physics
quantum	IsA	measure
quantum	IsA	quantity
infant	Synonym	baby
infant	RelatedTo	baby
infant	RelatedTo	newborn
nations	CapableOf	become_enemies
nations	IsA	at_peace
nations	CapableOf	go_to_war_against_each_other
nations	CapableOf	go_to_war_over_religion
underweight	SimilarTo	thin
asia	PartOf	Asia
retinal	Synonym	retinene
weekly	Synonym	hebdomadally
weekly	SimilarTo	periodic
weekly	IsA	series
presents	CapableOf	delight_children
adopt	RelatedTo	child
alliance	IsA	organization
hub	PartOf	electric_fan
hub	IsA	center
hub	PartOf	car_wheel
fortification	IsA	defensive_structure
hour	RelatedTo	time
hour	RelatedTo	minutes
hour	RelatedTo	sixty
hour	RelatedTo	sixty_minutes
impractical	SimilarTo	quixotic
impractical	RelatedTo	unrealistic
impractical	RelatedTo	impossible
impractical	SimilarTo	unfunctional
march	RelatedTo	month
march	RelatedTo	february
march	RelatedTo	april
march	RelatedTo	third
location	Synonym	placement
seckel	IsA	pear
seckel	Synonym	seckel
aggregate	MannerOf	mix
ddr	IsA	a_tiring_activity
landscape	IsA	point_of_view
hallmark	Synonym	authentication
gap	MannerOf	open
insults	CapableOf	hurt_people's_feelings
insults	CapableOf	consist_of_associations_to_unpleasant_things
entering	Synonym	entrance
entering	Synonym	entrance
directional	Synonym	directing
infiltrate	MannerOf	join
infiltrate	MannerOf	percolate
uncovering	Synonym	denudation
uncovering	Synonym	discovery
cascade	MannerOf	descend
cascade	IsA	waterfall
cascade	Synonym	shower
cascade	Synonym	cascade
mononuclear	HasContext	biology
embryonal	Synonym	embryologic
yolk	RelatedTo	egg
yolk	PartOf	egg
yolk	IsA	food
yolk	Synonym	egg_yolk
sac	Synonym	theca
il	Synonym	49
il	Synonym	Illinois
neglected	SimilarTo	unnoticed
neglected	Synonym	unattended
trained	SimilarTo	toilet-trained
trained	SimilarTo	trained
trained	SimilarTo	trained
trained	SimilarTo	disciplined
fire	CapableOf	burn_things
fire	RelatedTo	hot
fire	RelatedTo	flames
fire	RelatedTo	burning
rely	Synonym	trust
exact	RelatedTo	precise
exact	SimilarTo	rigorous
exact	RelatedTo	accurate
exact	SimilarTo	perfect
reference	Synonym	reference_point
reference	IsA	meaning
reference	Synonym	reference_book
reference	HasContext	writing
accurate	SimilarTo	dead-on
feasible	Synonym	practicable
dispose	MannerOf	determine
dispose	Synonym	discard
dispose	MannerOf	sell
dispose	MannerOf	dispose
respect	RelatedTo	honor
respect	RelatedTo	song
respect	Synonym	deference
psychiatric	Synonym	psychiatric
instruments	CapableOf	include_a_trumpet
cdna	Synonym	complementary_DNA
extraction	Synonym	origin
extraction	IsA	removal
reporting	Synonym	coverage
inconsistent	SimilarTo	incompatible
inconsistent	SimilarTo	scratchy
inconsistent	SimilarTo	unreconciled
imprinting	IsA	learning
hormones	CreatedBy	glands
hormones	CausesDesire	meet_girls
bm	Synonym	fecal_matter
bm	Synonym	bowel_movement
persisting	SimilarTo	continuous
neutralization	IsA	nullification
neutralization	Synonym	neutralization
neutralization	IsA	chemical_reaction
works	Synonym	whole_shebang
works	IsA	mechanism
predominantly	Synonym	preponderantly
concurrent	Synonym	co-occurrent
notably	Synonym	remarkably
importantly	Synonym	significantly
concomitant	Synonym	accompanying
concomitant	Synonym	accompaniment
pat	IsA	sound
tail	IsA	process
tail	PartOf	fuselage
colony	RelatedTo	settlement
colony	RelatedTo	group
colony	RelatedTo	ant
colony	RelatedTo	ants
unlike	RelatedTo	unequal
conducting	IsA	management
conducting	IsA	administration
position	IsA	position
aligned	SimilarTo	straight
aligned	SimilarTo	allied
solved	Synonym	solved
chemical	IsA	chemical
chemical	IsA	material
combat	PartOf	war
combat	Synonym	combat
combat	IsA	battle
combat	Synonym	battle
renewed	SimilarTo	revived
council	RelatedTo	group
council	RelatedTo	government
council	UsedFor	decision_making
council	UsedFor	decide
economic	SimilarTo	worldly
economic	SimilarTo	profitable
needs	Synonym	of_necessity
needs	CausesDesire	design_software
made	SimilarTo	successful
made	SimilarTo	made
made	SimilarTo	ready-made
periphery	IsA	boundary
validated	SimilarTo	valid
blueberries	IsA	food
grapes	ReceivesAction	found_in_a_store
grapes	HasA	a_green_color
grapes	ReceivesAction	found_on_a_vine
apples	HasA	seeds
apples	IsA	not_vegetables
apples	ReceivesAction	eaten
apples	HasA	stems
pressing	Synonym	urgent
pressing	IsA	part
pressing	Synonym	press
characterization	IsA	description
characterization	Synonym	portrayal
characterization	Synonym	word_picture
library	UsedFor	do_research
library	RelatedTo	book
library	RelatedTo	books
library	HasA	books
inactive	SimilarTo	strikebound
inactive	SimilarTo	latent
inactive	SimilarTo	indolent
inactive	Synonym	dormant
aedes	Synonym	Aedes
aedes	IsA	arthropod_genus
containers	ReceivesAction	made_out_of_aluminum
containers	CapableOf	include_boxes
containers	ReceivesAction	recycled
containers	ReceivesAction	made_in_factories
tension	HasContext	literature
tension	HasContext	physics
tension	IsA	strain
boundary	Synonym	limit
compartmentalization	IsA	dissociation
compartmentalization	Synonym	categorization
primed	SimilarTo	ready
coordination	IsA	timing
spondylitis	IsA	inflammation
spondylitis	IsA	spondylitis
closure	IsA	termination
closure	IsA	order
instrumental	Synonym	implemental
evaluation	IsA	judgment
gestation	IsA	biological_time
gestation	IsA	construction
gestation	Synonym	gestation
complementation	IsA	grammatical_relation
complementation	Synonym	complementary_distribution
terms	Synonym	price
terms	Synonym	footing
sporadic	SimilarTo	intermittent
sporadic	SimilarTo	unpredictable
sporadic	RelatedTo	discontinuous
sporadic	RelatedTo	infrequent
funding	Synonym	financing
funding	Synonym	support
excitatory	Synonym	excitative
fed	Synonym	federal_official
fed	Synonym	Federal_Reserve_System
damages	IsA	damages
damages	IsA	damages
damages	IsA	damages
apply	MannerOf	refer
apply	Synonym	enforce
apply	Synonym	practice
dendrite	PartOf	nerve_cell
dendrite	IsA	nerve_fiber
th	Synonym	thorium
th	Synonym	Thursday
enlarged	SimilarTo	unhealthy
enlarged	Synonym	blown-up
enlarged	Synonym	exaggerated
enlarged	Synonym	hypertrophied
ongoing	Synonym	on-going
permits	ReceivesAction	required_for_hikers_on_Mt
quiescence	Synonym	dormancy
remarkably	Synonym	signally
accumulated	SimilarTo	increased
quiescent	SimilarTo	inactive
quiescent	SimilarTo	dormant
quiescent	SimilarTo	inactive
quiescent	HasContext	pathology
preservation	IsA	preservation
realistic	SimilarTo	down-to-earth
realistic	SimilarTo	hard-nosed
realistic	SimilarTo	practical
realistic	RelatedTo	practical
cryptic	SimilarTo	concise
cryptic	Synonym	inscrutable
cryptic	Synonym	kabbalistic
rescue	MannerOf	take
waves	IsA	cycles_of_density_of_physical_objects
waves	CapableOf	continue_indefinately
calorie	IsA	work_unit
calorie	Synonym	calorie
offer	RelatedTo	make
offer	RelatedTo	give
offer	RelatedTo	bid
offer	RelatedTo	deal
donors	CapableOf	gift_money_to_charity
donors	CapableOf	gift_mney_to_charity
finding	IsA	finding
finding	IsA	judgment
contributor	IsA	writer
island	IsA	a_land_mass
island	IsA	a_body_of_land
island	IsA	land
island	IsA	a_piece_of_land
tyr	Synonym	Tyrr
stops	Synonym	Michigan
glycoprotein	IsA	conjugated_protein
questions	IsA	true_or_false_questions
questions	CapableOf	surprise_me
questions	CausesDesire	find_the_truth
biopsy	IsA	diagnostic_test
biopsy	IsA	biopsy
principal	RelatedTo	school
principal	IsA	educator
technology	IsA	technology
technology	IsA	technology
technology	IsA	technology
technology	IsA	equipment
oxidase	IsA	oxidase
oxidase	IsA	enzyme
sequestration	IsA	writ
sequestration	IsA	chemical_process
sequestration	IsA	appropriation
divided	SimilarTo	torn
divided	SimilarTo	black-and-white
divided	SimilarTo	episodic
divided	SimilarTo	pronged
domesticated	SimilarTo	tame
domesticated	SimilarTo	domestic
aneuploidy	IsA	abnormality
prep	Synonym	homework
epidemiology	IsA	medicine
kaiser	IsA	emperor
california	IsA	a_state
california	IsA	a_state_in_the_USA
california	PartOf	The_United_States_of_America
california	PartOf	the_U.S.
serine	IsA	amino_acid
spite	Synonym	hurt
spite	UsedFor	anger
spite	UsedFor	negative_feelings
spite	Synonym	malice
mobility	IsA	quality
boxes	CapableOf	hold_things
boxes	DefinedAs	plural_of_box
boxes	CapableOf	be_lying_on_the_floor
boxes	CapableOf	store_stuff
immediate	Synonym	contiguous
immediate	Synonym	straightaway
digit	IsA	integer
digit	IsA	extremity
digit	IsA	digit
digit	Synonym	finger
beck	IsA	gesture
engineering	IsA	engineering
engineering	HasContext	ship
engineering	IsA	room
engineering	IsA	engineering
concern	RelatedTo	worry
appetite	IsA	craving
inevitable	IsA	destiny
interruption	Synonym	break
ion	IsA	ion
ion	IsA	particle
ion	IsA	ion
peptidase	Synonym	protease
candy	HasA	sugar
candy	IsA	candy
candy	IsA	candy
candy	Synonym	sugarcoat
proven	Synonym	proved
chocolate	IsA	food
chocolate	IsA	candy
chocolate	ReceivesAction	eaten
chocolate	CapableOf	melt
consensus	IsA	agreement
intermediate	SimilarTo	penultimate
keratin	IsA	scleroprotein
repressor	IsA	agent
competitive	SimilarTo	rivalrous
additive	SimilarTo	summational
additive	SimilarTo	complementary
additive	IsA	addition
additive	SimilarTo	incremental
kidneys	IsA	organs_in_the_body
recycling	IsA	use
lice	RelatedTo	head
amplification	HasContext	electricity
auxin	IsA	phytohormone
roots	IsA	condition
insensitive	RelatedTo	insensible
insensitive	RelatedTo	unsusceptible
insensitive	RelatedTo	hard
insensitive	SimilarTo	thick-skinned
sprout	Synonym	shoot
normally	Synonym	unremarkably
terminal	SimilarTo	fatal
terminal	IsA	station
complementary	Synonym	complementary_color
complementary	SimilarTo	additive
enabling	SimilarTo	facultative
enabling	SimilarTo	sanctionative
shared	Synonym	divided_up
shared	SimilarTo	joint
shared	RelatedTo	joint
shared	SimilarTo	mutual
technical	Synonym	technical_foul
technical	SimilarTo	commercial
eliminate	MannerOf	remove
feasibility	IsA	practicability
correspond	Synonym	equate
correspond	Entails	write
arise	RelatedTo	up
arise	RelatedTo	get_up
arise	RelatedTo	wake
actions	HasA	consequences
actions	CapableOf	give_meaning_to_your_beliefs
misunderstandings	CapableOf	cause_disagreements
misunderstandings	CapableOf	cause_heart-ache
doctor	RelatedTo	medical
doctor	CapableOf	help_a_sick_person
doctor	RelatedTo	profession
doctor	CapableOf	help_a_patient
kinetics	Synonym	dynamics
dictated	SimilarTo	settled
color	RelatedTo	red
color	RelatedTo	blue
color	RelatedTo	green
color	RelatedTo	rainbow
tracing	IsA	drawing
elective	SimilarTo	electoral
elective	Synonym	elective_course
elective	SimilarTo	nonappointive
elective	Synonym	facultative
recruit	Synonym	enroll
stay	IsA	stay
stay	IsA	strip
stay	MannerOf	be
october	PartOf	Gregorian_calendar
october	PartOf	October
preceding	SimilarTo	preparative
preceding	RelatedTo	antecedent
preceding	SimilarTo	above
preceding	SimilarTo	foregoing
elucidate	Synonym	clarify
elucidate	Synonym	clear
dermal	Synonym	cutaneous
dermal	Synonym	cuticular
add	RelatedTo	math
carry	RelatedTo	hold
carry	RelatedTo	lift
carry	RelatedTo	holding
carry	RelatedTo	bring
parietal	HasContext	anatomy
edge	RelatedTo	cliff
edge	RelatedTo	side
edge	RelatedTo	sharp
edge	RelatedTo	rim
incorporation	Synonym	internalization
prostaglandin	IsA	autacoid
quit	Synonym	foreswear
quit	Synonym	drop_out
quit	Synonym	depart
quit	Synonym	discontinue
guinea	PartOf	Africa
scd	Synonym	Doctor_of_Science
morphine	IsA	morphine
morphine	IsA	analgesic
morphine	IsA	opiate
morphine	IsA	a_sedative
breathing	HasPrerequisite	air
breathing	Causes	oxygenating_your_blood
breathing	UsedFor	survival
breathing	UsedFor	living
matches	UsedFor	start_fires
matches	CapableOf	light_fires
matches	CapableOf	light_a_candle
matches	UsedFor	light_candles
treadmill	IsA	occupation
visceral	Synonym	nonrational
vat	IsA	excise
vat	Synonym	tub
attended	Synonym	tended_to
characterize	MannerOf	distinguish
characterize	Synonym	qualify
implementation	Synonym	execution
implementation	IsA	act
incorporated	SimilarTo	organized
incorporated	Synonym	unified
incorporated	SimilarTo	integrated
allow	RelatedTo	permit
allow	RelatedTo	let
allow	RelatedTo	permission
allow	MannerOf	give
relay	Synonym	relays
selectivity	IsA	property
classes	ReceivesAction	held_at_school
classes	CapableOf	start_to_get_boring
classes	ReceivesAction	held_in_schools
alt	Synonym	elevation
hence	Synonym	therefore
homeobox	Synonym	homeobox
homeobox	IsA	homeotic_gene
networks	IsA	organizations
networks	CapableOf	join_computers
networks	ReceivesAction	constructed_with_wire
networks	UsedFor	pirate_software
hemodialysis	IsA	dialysis
septic	SimilarTo	infective
septic	SimilarTo	purulent
septic	RelatedTo	unhealthful
septic	SimilarTo	contaminative
caution	MannerOf	warn
vasoconstrictor	IsA	agent
vasoconstrictor	IsA	a_drug
ethnicity	IsA	quality
atrial	HasContext	anatomy
fibrillation	IsA	fibrillation
fibrillation	IsA	fibrillation
fibrillation	IsA	branching
fibrillation	IsA	twitch
repeated	Synonym	recurrent
couples	CapableOf	have_sex
couples	CapableOf	row_with_each_other
couples	CapableOf	enjoy_sex
couples	HasA	open_marriages
citalopram	UsedFor	treating_OCD
citalopram	IsA	SSRI
nationally	Synonym	across_the_country
structured	RelatedTo	organized
structured	Synonym	integrated
erg	PartOf	joule
erg	IsA	work_unit
ring	RelatedTo	finger
ring	RelatedTo	jewelry
ring	RelatedTo	circle
ring	RelatedTo	wedding
reticular	Synonym	reticulate
route	MannerOf	divert
route	MannerOf	send
route	Synonym	road
baker	CapableOf	roll_dough
baker	CapableOf	make_a_cake
billion	HasContext	United_States
inactivate	MannerOf	change
inactivate	Synonym	demobilize
deleterious	SimilarTo	harmful
annual	IsA	plant
insert	IsA	section
earliest	SimilarTo	early
earliest	Synonym	soonest
originally	Synonym	in_the_beginning
hospitable	SimilarTo	receptive
hospitable	SimilarTo	welcoming
toddlers	CapableOf	dress_themselves
toddlers	CapableOf	cry_for_mama
toddlers	CapableOf	run_carelessly
protracted	SimilarTo	long
encounter	Synonym	meet
encounter	Synonym	find
encounter	Synonym	brush
encounter	Synonym	confrontation
eb	Synonym	exabyte
eb	Synonym	exbibyte
eb	Synonym	exabit
staphylococcus	IsA	coccus
sharply	Synonym	acutely
sharply	Synonym	aggressively
sharply	Synonym	crisply
maze	IsA	system
navigation	IsA	steering
tone	IsA	quality
tone	HasContext	linguistics
tone	Synonym	timbre
fear	IsA	an_emotion
fear	RelatedTo	emotion
fear	RelatedTo	afraid
fear	RelatedTo	scared
conditioning	IsA	conditioning
conditioning	IsA	conditioning
conditioning	IsA	learning
conditioning	IsA	conditioning
glia	Synonym	neuroglia
intron	IsA	deoxyribonucleic_acid
diminish	Synonym	decrease
diminish	MannerOf	decrease
analogous	Synonym	correspondent
analogous	HasContext	biology
penetrating	SimilarTo	sharp
penetrating	Synonym	penetrative
unnecessary	RelatedTo	inessential
assigned	SimilarTo	appointed
assigned	SimilarTo	allotted
cm	Synonym	curium
cm	Synonym	centimeter
eclampsia	IsA	toxemia_of_pregnancy
collagen	IsA	scleroprotein
wound	RelatedTo	injury
wound	RelatedTo	cut
wound	RelatedTo	hurt
wound	RelatedTo	open
respond	Synonym	answer
respond	MannerOf	react
respond	Synonym	react
leaky	SimilarTo	draughty
leaky	SimilarTo	incontinent
leaky	Synonym	blabbermouthed
leaky	RelatedTo	unseaworthy
paradigm	Synonym	substitution_class
paradigm	IsA	position
paradigm	IsA	inflection
uncommon	SimilarTo	rare
uncommon	SimilarTo	extraordinary
uncommon	RelatedTo	extraordinary
uncommon	SimilarTo	unusual
disposed	SimilarTo	inclined
disposed	Synonym	fain
germination	IsA	origin
germination	IsA	growth
incongruent	HasContext	geometry
stochastic	HasContext	statistics
stochastic	SimilarTo	random
perceived	SimilarTo	detected
perceived	Synonym	sensed
catastrophic	SimilarTo	harmful
morphogenesis	IsA	growth
morphogenesis	HasContext	organism
spastic	Synonym	convulsive
spastic	IsA	paralytic
spastic	SimilarTo	ill
paraparesis	IsA	paresis
epitope	Synonym	antigenic_determinant
utilization	Synonym	use
utilization	IsA	state
inositol	IsA	B-complex_vitamin
availability	Synonym	handiness
nsc	Synonym	National_Security_Council
uninvolved	SimilarTo	unconcerned
uninvolved	Synonym	degage
penetrate	MannerOf	insert
adoptive	SimilarTo	surrogate
adoptive	Synonym	adopted
mirror	IsA	a_surface
mirror	UsedFor	see_yourself
mirror	UsedFor	looking_at_yourself
motile	IsA	perceiver
motile	SimilarTo	mobile
motile	HasContext	microorganism
electron	PartOf	an_atom
electron	IsA	elementary_particle
electron	IsA	electron
decoy	IsA	a_fake_duck
decoy	IsA	accomplice
decoy	IsA	deceiver
decoy	IsA	an_object
adept	Synonym	proficient
adept	Synonym	ace
sensor	Synonym	detector
double	RelatedTo	two
double	RelatedTo	twice
double	RelatedTo	single
double	RelatedTo	times
cysteine	IsA	amino_acid
tracking	Synonym	trailing
cytotoxicity	IsA	toxicity
inductive	HasContext	electricity
inductive	RelatedTo	synthetic
inductive	Synonym	inducive
inductive	RelatedTo	a_posteriori
january	PartOf	Gregorian_calendar
autonomic	SimilarTo	involuntary
autonomic	HasContext	physiology
happen	RelatedTo	occur
happen	MannerOf	chance
contradict	Synonym	oppose
contradict	MannerOf	deviate
observational	SimilarTo	empirical
millennium	IsA	anniversary
millennium	IsA	doctrine
millennium	HasContext	New_Testament
millennium	IsA	time_period
goals	IsA	a_form_of_motivation
malnutrition	IsA	deficiency_disease
hospitalization	IsA	time_period
hospitalization	IsA	condition
hospitalization	Synonym	hospitalization_insurance
interview	RelatedTo	job
interview	RelatedTo	questions
interview	RelatedTo	meeting
europe	IsA	a_continent
chloroquine	IsA	antimalarial
person	RelatedTo	human
person	CapableOf	cross_a_street
person	CapableOf	thank_another_person
person	CapableOf	voice_an_opinion
carolina	PartOf	Carolina
carolina	PartOf	Carolina
carolina	PartOf	South
carolina	Synonym	Carolina
urine	IsA	bodily_fluid
compelling	SimilarTo	persuasive
compelling	SimilarTo	powerful
dutch	Synonym	Dutch_people
agreement	IsA	agreement
agreement	IsA	speech_act
puma	Synonym	cougar
brainstem	IsA	neural_structure
brainstem	PartOf	brain
analytical	Synonym	analytic
analytical	Synonym	analytic
focused	Synonym	focussed
focused	SimilarTo	adjusted
dead	DistinctFrom	alive
dead	Antonym	alive
dead	SimilarTo	assassinated
dead	Synonym	drained
verge	IsA	limit
verge	HasContext	United_Kingdom
verge	Synonym	scepter
primitive	Synonym	rude
primitive	Synonym	archaic
primitive	IsA	word
primitive	HasContext	fine_arts
nh	Synonym	New_Hampshire
co	Synonym	carbon_monoxide
co	Synonym	Colorado
co	Synonym	conscientious_objector
co	Synonym	cobalt
protons	IsA	a_component_of_atoms
protons	HasA	electrical_charge
protons	HasA	the_opposite_electrical_charge_of_electrons
protons	HasA	positive_charge
legionella	Synonym	Legionella_pneumophilia
francisella	IsA	bacteria
francisella	Synonym	Francisella
snail	RelatedTo	shell
snail	MannerOf	gather
constitute	Synonym	establish
obligatory	SimilarTo	incumbent_on
obligatory	SimilarTo	indispensable
obligatory	SimilarTo	imposed
obligatory	SimilarTo	necessary
nonclassical	SimilarTo	popular
nonclassical	SimilarTo	modern
nonclassical	HasContext	fine_arts
labor	IsA	labor
manipulation	IsA	influence
manipulation	Synonym	handling
vertical	IsA	orientation
vertical	Synonym	erect
vertical	RelatedTo	steep
ssa	Synonym	Social_Security_Administration
arrhythmia	Synonym	cardiac_arrhythmia
sphericity	IsA	roundness
terminated	Synonym	concluded
terminated	SimilarTo	expired
terminated	HasContext	contract
prophylaxis	IsA	prevention
tractable	RelatedTo	manageable
tractable	SimilarTo	tameable
fertilization	IsA	creation
amenable	Synonym	tractable
amenable	SimilarTo	responsible
amenable	SimilarTo	compliant
amenable	SimilarTo	susceptible
indoor	SimilarTo	interior
indoor	RelatedTo	interior
personal	SimilarTo	ad_hominem
personal	SimilarTo	in_the_flesh
minimum	IsA	small_indefinite_quantity
minimum	IsA	extremum
idea	RelatedTo	thought
idea	RelatedTo	bulb
idea	RelatedTo	light_bulb
idea	RelatedTo	light
redress	Synonym	right
redress	Synonym	damages
house	RelatedTo	building
house	RelatedTo	home
house	RelatedTo	dwelling
house	RelatedTo	living
lords	CapableOf	own_servants
campaign	IsA	campaign
campaign	IsA	operation
advisory	IsA	announcement
advisory	Synonym	consultative
endemic	SimilarTo	enzootic
endemic	Synonym	endemic
endemic	Synonym	autochthonal
native	RelatedTo	indian
native	RelatedTo	person
native	RelatedTo	original
native	RelatedTo	american
medline	IsA	telephone_system
measuring	Synonym	measurement
routine	IsA	procedure
routine	IsA	routine
routine	IsA	software
amelioration	IsA	improvement
another	RelatedTo	else
another	Synonym	some_other
another	RelatedTo	someone
germinal	IsA	Revolutionary_calendar_month
germinal	Synonym	originative
germinal	PartOf	Revolutionary_calendar
engaging	SimilarTo	attractive
alternate	MannerOf	act
alternate	Synonym	surrogate
alternate	Synonym	interchange
subfamily	IsA	taxonomic_group
subfamily	HasContext	biology
bs	Synonym	Bachelor_of_Science
decay	RelatedTo	rot
decay	IsA	decay
propensity	Synonym	aptness
propensity	Synonym	leaning
propensity	Synonym	proclivity
spleen	PartOf	lymphatic_system
spleen	Synonym	irascibility
spleen	IsA	lymphatic_tissue
conscious	RelatedTo	voluntary
conscious	SimilarTo	conscious
