subject	predicate	object
implementation	Synonym	execution
implementation	IsA	act
steady	SimilarTo	firm
steady	Synonym	steadily
steady	RelatedTo	even
steady	SimilarTo	secure
ethical	Synonym	honourable
practiced	SimilarTo	experienced
practiced	Synonym	proficient
domesticated	SimilarTo	tame
domesticated	SimilarTo	domestic
guided	SimilarTo	radio-controlled
guided	SimilarTo	target-hunting
cnidaria	Synonym	Cnidaria
cnidaria	IsA	phylum
pretty	RelatedTo	beautiful
pretty	Synonym	moderately
diminution	IsA	statement
diminution	Synonym	decrease
diminution	Synonym	decline
canis	IsA	mammal_genus
canis	Synonym	Canis
reassemble	MannerOf	assemble
ruler	CapableOf	measure_distance
ruler	Synonym	rule
pen	IsA	an_object
pen	HasA	ink
pen	UsedFor	writing_letters
pen	IsA	pen
altar	IsA	altar
altar	IsA	structure
finder	PartOf	camera
finder	IsA	seeker
finder	Synonym	finder
finder	IsA	perceiver
pointer	IsA	pointer
contrasting	SimilarTo	different
shades	UsedFor	blocking_sunlight
shades	IsA	sunglasses
shades	IsA	reminder
shades	Synonym	sunglasses
labyrinth	Synonym	maze
labyrinth	Synonym	inner_ear
labyrinth	RelatedTo	maze
lozenge	Synonym	pill
lozenge	IsA	candy
han	Synonym	Han
han	IsA	dynasty
feather	UsedFor	tickle_someone
feather	IsA	animal_material
feather	IsA	rotation
feather	UsedFor	tickling_someone
oscillate	MannerOf	swing
oscillate	Synonym	hover
atm	Synonym	asynchronous_transfer_mode
atm	Synonym	cash_machine
atm	Synonym	standard_atmosphere
eighty	IsA	large_integer
hell	IsA	region
whiplash	IsA	injury
whiplash	Synonym	whiplash
whiplash	Synonym	whip
fear	IsA	an_emotion
fear	RelatedTo	emotion
fear	RelatedTo	afraid
fear	RelatedTo	scared
williams	Synonym	Hiram_King_Williams
williams	Synonym	Bernard_Arthur_Owen_Williams
williams	Synonym	Thomas_Lanier_Williams
williams	Synonym	Theodore_Samuel_Williams
scaffold	PartOf	instrument_of_execution
scaffold	IsA	arrangement
surplus	Synonym	supererogatory
surplus	Synonym	excess
wise	Synonym	wise_to
airflow	IsA	flow
ternary	SimilarTo	multiple
ternary	Synonym	three
abrasive	IsA	material
abrasive	Synonym	harsh
pendulum	IsA	pendulum
pendulum	IsA	pendulum
marbles	Synonym	wits
marbles	IsA	spheres
marbles	IsA	child's_game
render	MannerOf	give
harvard	Synonym	John_Harvard
harvard	Synonym	Harvard_University
harvard	IsA	a_college
harvard	IsA	a_prestigious_institution
isaac	HasContext	Old_Testament
payload	Synonym	cargo
payload	Synonym	warhead
expert	CapableOf	answer_questions
expert	CapableOf	answer_that_question
intersect	MannerOf	meet
rbc	Synonym	red_blood_cell
compensation	IsA	compensation
upheaval	Synonym	agitation
upheaval	IsA	rise
upheaval	Synonym	turbulence
sutures	UsedFor	close_an_incision
sutures	UsedFor	close_a_large_wound
mooring	HasContext	boat
mooring	IsA	line
bill	RelatedTo	payment
bill	RelatedTo	money
bill	RelatedTo	paper
bill	RelatedTo	dollar
encapsulation	IsA	condition
encapsulation	IsA	process
ingredient	PartOf	dish
ingredient	IsA	component
douglas	Synonym	Stephen_Arnold_Douglas
clinton	Synonym	William_Jefferson_Clinton
clinton	Synonym	DeWitt_Clinton
clinton	IsA	a_liar
clinton	IsA	a_president
iddm	Synonym	type_I_diabetes
crayfish	Synonym	spiny_lobster
crayfish	IsA	decapod_crustacean
crayfish	IsA	crayfish
hybridize	Synonym	crossbreed
routine	IsA	procedure
routine	IsA	routine
routine	IsA	software
biogenesis	Synonym	biosynthesis
biogenesis	IsA	generation
regeneration	IsA	organic_process
regeneration	HasContext	biology
regeneration	Synonym	re-formation
regeneration	Synonym	positive_feedback
trigeminal	IsA	cranial_nerve
trigeminal	Synonym	trigeminal
whirlpool	IsA	current
aligned	SimilarTo	straight
aligned	SimilarTo	allied
buttons	UsedFor	fasten_some_pants
buttons	UsedFor	fasten_coats
buttons	DefinedAs	plural_of_button
buttons	ReceivesAction	pushed_to_activate_something
bovine	SimilarTo	dull
purification	IsA	purge
notion	IsA	concept
notion	IsA	idea
dream	RelatedTo	sleep
dream	HasPrerequisite	sleep
dream	HasPrerequisite	fall_asleep
dream	HasSubevent	sleep
widening	IsA	change_of_shape
ankles	IsA	connected_to_feet
waist	PartOf	torso
waist	IsA	waist
flexion	IsA	bending
flexion	Synonym	flexure
flexion	IsA	flexion
flexion	Synonym	inflection
dos	Synonym	Department_of_State
dos	IsA	operating_system
aruba	PartOf	Netherlands_Antilles
associative	SimilarTo	associable
sensitization	IsA	process
sensitization	HasContext	psychology
sensitization	Synonym	sensitizing
runner	Synonym	smuggler
runner	IsA	jack
runner	CapableOf	trip_over
runner	IsA	messenger
ounce	Synonym	ounce
ounce	Synonym	ounce
ounce	IsA	apothecaries'_unit
ounce	Synonym	snow_leopard
brick	MadeOf	clay
brick	RelatedTo	building
brick	IsA	ceramic
brick	IsA	building_material
plasmodium	IsA	cytoplasm
plasmodium	Synonym	plasmodium
truncated	SimilarTo	short
truncated	Synonym	abbreviated
firing	Synonym	ignition
firing	Synonym	discharge
firing	Synonym	fire
firing	Synonym	dismissal
automation	IsA	equipment
finished	SimilarTo	painted
finished	SimilarTo	polished
finished	SimilarTo	dressed
finished	SimilarTo	fin-de-siecle
membership	IsA	relationship
foodstuffs	ReceivesAction	kept_in_cans_to_preserve_them
agar	IsA	culture_medium
agar	IsA	gum
agar	Synonym	agar
agar	IsA	agar
droplet	IsA	drop
viewfinder	Synonym	finder
shadows	ReceivesAction	caused_by_the_obstruction_of_light
shadows	IsA	longest_at_sunrise_and_sunset
binoculars	Synonym	binocular
viewer	IsA	optical_device
viewer	Synonym	spectator
cistern	IsA	tank
cistern	Synonym	cisterna
compounded	SimilarTo	combined
lifted	Synonym	upraised
wait	Synonym	delay
wait	Synonym	expect
premises	IsA	site
deduction	IsA	reasoning
ton	Synonym	short_ton
ton	Synonym	long_ton
ton	RelatedTo	thousand
ton	RelatedTo	weight
stratum	Synonym	level
stratum	Synonym	class
stratum	IsA	stratum
stratum	IsA	stratum
corium	Synonym	dermis
adipose	SimilarTo	fatty
partitioning	Synonym	division
partitioning	Synonym	breakdown
intermediary	Synonym	mediator
aided	Synonym	assisted
doped	Synonym	narcotised
doped	SimilarTo	treated
chairman	CapableOf	chair_a_meeting
chairman	Synonym	president
chairman	Synonym	chair
chairman	CapableOf	meet_his_cabinet
lawyers	CapableOf	object_in_court
lawyers	CapableOf	settle_lawsuits
lawyers	CapableOf	prove_their_cases
lawyers	CapableOf	press_charges
manifestation	Synonym	demonstration
manifestation	Synonym	expression
shop	HasPrerequisite	go_to_a_store
shop	HasPrerequisite	have_money
shop	HasSubevent	spending_of_money
shop	HasSubevent	buying
phone	UsedFor	communication
phone	UsedFor	calling
phone	RelatedTo	device
phone	RelatedTo	communication
finland	IsA	a_country
nineteenth	IsA	rank
nineteenth	Synonym	19th
scaling	IsA	order
waxy	Synonym	impressionable
waxy	Synonym	waxlike
waxy	Synonym	bendable
waxy	Synonym	waxen
colourless	Synonym	colorless
harnessed	SimilarTo	controlled
arachnoid	IsA	meninx
arachnoid	PartOf	leptomeninges
arachnoid	Synonym	arachnid
arachnoid	HasContext	zoology
brook	Synonym	digest
unhealthy	SimilarTo	ingrowing
unhealthy	SimilarTo	angry
unhealthy	RelatedTo	unwholesome
unhealthy	RelatedTo	frail
marvelous	Synonym	fantastic
marvelous	Synonym	marvellous
marvelous	Synonym	miraculous
plastron	HasContext	zoology
plastron	IsA	breastplate
plastron	PartOf	dress_shirt
plastron	PartOf	turtle
obstacle	IsA	obstruction
graft	MannerOf	join
graft	HasContext	surgery
atrophy	MannerOf	shrivel
documented	Synonym	authenticated
documented	SimilarTo	registered
documented	SimilarTo	referenced
renegade	Synonym	recreant
renegade	Synonym	deserter
renegade	IsA	deserter
renegade	Synonym	rebel
repellent	IsA	compound
repellent	Synonym	rebarbative
repellent	Synonym	distasteful
repellent	IsA	power
cruise	IsA	ocean_trip
tb	IsA	computer_memory_unit
tb	Synonym	terbium
tb	PartOf	PB
tb	Synonym	terabyte
grand	SimilarTo	important
grand	Synonym	august
grand	Synonym	noble-minded
grand	Synonym	thousand
disabled	IsA	people
disabled	Synonym	handicapped
puzzle	UsedFor	a_mental_challenge
puzzle	UsedFor	mental_stimulation
puzzle	UsedFor	entertainment
puzzle	IsA	a_problem
lamps	ReceivesAction	fueled_by_alcohol
lamps	UsedFor	make_light
lamps	UsedFor	illuminate_their_surroundings
lamps	UsedFor	light_dark_areas
tasteless	SimilarTo	ostentatious
tasteless	RelatedTo	unpalatable
tasteless	SimilarTo	campy
cataclysmic	Synonym	cataclysmal
thrown	Synonym	thrown_and_twisted
thrown	SimilarTo	down
interchange	MannerOf	change_by_reversal
interchange	Synonym	substitute
serial	HasContext	music
serial	Synonym	in_series
colorful	SimilarTo	psychedelic
colorful	RelatedTo	chromatic
colorful	SimilarTo	iridescent
aquarium	UsedFor	attract
aquarium	UsedFor	hold
trivia	Synonym	triviality
ink	UsedFor	drawing
ink	CapableOf	stain_cloth
ink	RelatedTo	pen
ink	IsA	ink
additive	SimilarTo	summational
additive	SimilarTo	complementary
additive	IsA	addition
additive	SimilarTo	incremental
musculature	Synonym	muscular_structure
tortoise	CapableOf	race_a_hare
tortoise	RelatedTo	turtle
tortoise	IsA	tortoise
tortoise	IsA	tortoise
flaming	Synonym	fire
flaming	Synonym	blinking
flaming	SimilarTo	hot
coating	Synonym	application
merging	Synonym	confluent
merging	Synonym	confluence
seattle	IsA	a_city_in_Washington
seattle	PartOf	Washington
earthworm	IsA	oligochaete
astride	Synonym	astraddle
physicist	IsA	scientist
physicist	HasContext	physics
physicist	IsA	physicist
chemist	IsA	chemist
chemist	IsA	scientist
encouraged	SimilarTo	pleased
directory	IsA	list
directory	HasContext	computer_science
backup	Synonym	accompaniment
backup	Synonym	stand-in
backup	Synonym	backup
backup	HasContext	computer_science
amd	Synonym	age-related_macular_degeneration
ro	IsA	artificial_language
achievable	Synonym	accomplishable
nuisance	Synonym	pain
nuisance	IsA	annoyance
nuisance	IsA	nuisance
nuisance	IsA	nuisance
jumping	Synonym	jump
jumping	IsA	track_and_field
jumping	IsA	an_activity
coastline	IsA	outline
infrastructure	IsA	structure
oval	Synonym	ellipse
oval	Synonym	oval-shaped
astigmatism	HasContext	ophthalmology
astigmatism	IsA	ametropia
inundation	Synonym	flood
inundation	Synonym	flood
propose	RelatedTo	marriage
propose	RelatedTo	ask
propose	RelatedTo	marry
propose	Synonym	aim
increment	Synonym	increase
increment	Synonym	increase
calvin	Synonym	Melvin_Calvin
calvin	Synonym	Jean_Caulvin
leather	IsA	a_material
leather	IsA	animal_skin
leather	IsA	tanned_animal_skin
leather	IsA	a_durable_material
teaspoon	UsedFor	eating
teaspoon	UsedFor	stir_your_tea
teaspoon	UsedFor	measuring
teaspoon	UsedFor	stir_coffee
weaken	MannerOf	decrease
median	Synonym	median
median	IsA	average
median	Synonym	medial
villi	HasA	microvilli
grating	Synonym	diffraction_grating
grating	Synonym	grate
grating	Synonym	gravelly
matches	UsedFor	start_fires
matches	CapableOf	light_fires
matches	CapableOf	light_a_candle
matches	UsedFor	light_candles
attempted	SimilarTo	unsuccessful
colleges	ReceivesAction	known_as_institutes_of_higher_education
colleges	HasA	formal_areas_called_yards
outlet	Synonym	release
outlet	Synonym	exit
outlet	Synonym	mercantile_establishment
permeation	IsA	diffusion
beads	IsA	string
beads	Synonym	beads
rit	Synonym	rallentando
cambium	IsA	vascular_tissue
cambium	IsA	stratum
cambium	PartOf	periosteum
gymnosperm	IsA	gymnosperm
gymnosperm	IsA	spermatophyte
savannah	PartOf	South_Carolina
savannah	PartOf	Georgia
savannah	Synonym	Savannah
savannah	Synonym	savanna
welcome	MannerOf	receive
entrance	UsedFor	entering_a_building
entrance	UsedFor	entering
tradition	Synonym	custom
camped	IsA	what_a_camper_does
camped	DefinedAs	past_tense_of_camp
viewers	Synonym	viewing_audience
decomposable	SimilarTo	complex
challenges	CausesDesire	do_a_crossword_puzzle
labelled	Synonym	labeled
cock	IsA	a_male_chicken
cock	IsA	chicken
cock	IsA	cock
cock	IsA	bird
hamster	IsA	rodent
hamster	IsA	hamster
hamster	IsA	hamster
tetanus	IsA	infection
subdue	Synonym	subordinate
subdue	Synonym	repress
subdue	Synonym	mortify
subdue	Synonym	tame
strictly	Synonym	rigorously
presently	Synonym	before_long
presently	Synonym	currently
fueled	SimilarTo	liquid-fueled
fueled	SimilarTo	clean-burning
fueled	SimilarTo	coal-burning
fueled	SimilarTo	fueled
prices	CapableOf	amount_to_a_total
prices	DefinedAs	plural_form_of_price
prices	CapableOf	jump_unexpectedly
prices	CapableOf	vary
strawberry	IsA	herb
strawberry	IsA	strawberry
jars	IsA	containers
jars	CapableOf	hold_a_crumpled_piece_of_paper
cichlid	Synonym	cichlid
cichlid	IsA	percoid_fish
broadcast	IsA	message
broadcast	Synonym	air
forever	Synonym	everlastingly
forever	Synonym	forever_and_a_day
shortness	Synonym	abruptness
shortness	IsA	lowness
shortness	IsA	lack
aromatherapy	IsA	therapy
concluded	SimilarTo	finished
father	RelatedTo	parent
father	RelatedTo	dad
father	RelatedTo	male
father	RelatedTo	man
religious	RelatedTo	pious
religious	IsA	religionist
checkpoint	IsA	stop
microtubule	IsA	tubule
insult	Synonym	abuse
tuning	IsA	calibration
listening	Causes	learning
listening	Causes	hearing
listening	HasSubevent	you_learn
listening	HasSubevent	pay_attention
songs	IsA	classical_music
songs	ReceivesAction	meant_to_be_listened_to
songs	ReceivesAction	played_over_the_radio_air_waves
songs	ReceivesAction	sung_in_christian_church
legged	SimilarTo	straight-legged
legged	SimilarTo	legged
legged	SimilarTo	legged
legged	SimilarTo	three-legged
taut	SimilarTo	tense
tropism	IsA	tropism
tropism	IsA	tropism
tropism	IsA	tropism
tropism	IsA	tropism
rabies	IsA	zoonosis
oyster	IsA	helping
oyster	IsA	oyster
oyster	IsA	oyster
oyster	MannerOf	gather
encompassing	Synonym	across-the-board
encompassing	Synonym	circumferent
perennial	Synonym	recurrent
perennial	IsA	plant
perennial	HasContext	botany
perennial	SimilarTo	long
ephemeral	Synonym	short-lived
ephemeral	Synonym	ephemera
investigations	ReceivesAction	done_by_commissions
worksheet	IsA	sheet
worksheet	IsA	written_record
ossified	Synonym	fossilised
vault	RelatedTo	bank
vault	IsA	strongroom
enclosing	Synonym	enclosure
packets	UsedFor	transmit_data
mare	IsA	region
menu	UsedFor	ordering_food
menu	IsA	fare
vestibule	IsA	vestibule
vestibule	IsA	cavity
vestibule	Synonym	anteroom
chickenpox	IsA	pox
transferrin	IsA	globulin
threads	Synonym	togs
threads	UsedFor	make_cloth
substantiate	Synonym	realize
substantiate	Synonym	incarnate
substantiate	MannerOf	strengthen
substantiate	Synonym	confirm
genesis	PartOf	Torah
genesis	Synonym	Genesis
genesis	PartOf	Old_Testament
resistive	Synonym	insubordinate
em	IsA	linear_unit
em	Synonym	em
em	IsA	area_unit
em	PartOf	inch
mesh	IsA	catch
mesh	Synonym	engagement
mesh	Synonym	engage
mesh	Synonym	net
curled	SimilarTo	curly
fireweed	IsA	willowherb
fireweed	IsA	weed
vernation	IsA	arrangement
vernation	HasContext	botany
vernation	PartOf	leaf_bud
cucumbers	IsA	plants
cucumbers	IsA	vegetables
robots	UsedFor	build_cars
robots	ReceivesAction	used_in_dangerous_situations
robots	CapableOf	be_ruling_humans
robots	CapableOf	dance_erraticly
wisconsin	Synonym	Wisconsin
wisconsin	PartOf	Wisconsin
wisconsin	PartOf	Midwest
wisconsin	IsA	a_State
preceding	SimilarTo	preparative
preceding	RelatedTo	antecedent
preceding	SimilarTo	above
preceding	SimilarTo	foregoing
cenozoic	PartOf	Phanerozoic
cenozoic	Synonym	Cenozoic
blurred	Synonym	bleary
blurred	SimilarTo	unclear
woody	SimilarTo	cedarn
woody	SimilarTo	wooden
woody	SimilarTo	ashen
woody	SimilarTo	birchen
convoluted	SimilarTo	complex
convoluted	Synonym	convolute
dissected	SimilarTo	compound
pith	MannerOf	get_rid_of
pith	Synonym	kernel
pith	IsA	plant_tissue
membranous	Synonym	membrane-forming
sacks	IsA	bags
generous	SimilarTo	magnanimous
generous	SimilarTo	ample
stabilize	MannerOf	change
remnant	Synonym	end
remnant	Synonym	leftover
diagnose	MannerOf	analyze
pcp	Synonym	health_professional
pcp	Synonym	phencyclidine
septate	Synonym	septal
biodiesel	IsA	fuel
coelom	Synonym	celom
blanket	CapableOf	warm_a_person
blanket	UsedFor	sleeping_under
blanket	IsA	blanket
blanket	Synonym	across-the-board
impair	MannerOf	damage
maximal	SimilarTo	sublime
dish	UsedFor	eat_things_off_of
dish	UsedFor	eating_food
dish	UsedFor	hold_food
dish	UsedFor	hold
magnify	Synonym	overstate
magnify	Synonym	blow_up
photograph	RelatedTo	picture
photograph	CreatedBy	a_photographer
rhizobium	IsA	bacteria_genus
rhizobium	Synonym	Rhizobium
clearing	IsA	tract
clearing	IsA	liberation
exam	Synonym	examination
expiration	Synonym	exhalation
expiration	Synonym	termination
expiration	Synonym	passing
putamen	IsA	basal_ganglion
putamen	PartOf	lenticular_nucleus
stressful	Synonym	nerve-wracking
enteric	Synonym	intestinal
farthest	Synonym	farthermost
farthest	Synonym	furthest
pulsar	IsA	neutron_star
telephone	UsedFor	communicate
telephone	IsA	a_communication_device
telephone	CapableOf	ring_loudly
telephone	UsedFor	talking_to_someone
exporting	IsA	commerce
necrosis	IsA	necrosis
necrosis	IsA	death
appreciation	Synonym	taste
appreciation	IsA	increase
appreciation	CausesDesire	thank_someone
appreciation	IsA	thanks
rash	Synonym	foolhardy
irritability	Synonym	excitability
blubber	Synonym	fatness
blubber	IsA	animal_oil
blubber	CausesDesire	get_exercise
blubber	MannerOf	talk
dura	Synonym	dura_mater
draining	SimilarTo	debilitating
bathtub	UsedFor	bathing
bathtub	UsedFor	soak_in
bathtub	ReceivesAction	made_from_porcelain
bathtub	UsedFor	take_a_bath_in
glued	Synonym	pasted
shocks	CapableOf	bottom_out
resection	IsA	operation
resection	IsA	resection
uncommon	SimilarTo	rare
uncommon	SimilarTo	extraordinary
uncommon	RelatedTo	extraordinary
uncommon	SimilarTo	unusual
breeze	IsA	wind
breeze	MannerOf	blow
cooking	UsedFor	food_preparation
cooking	Causes	having_food
cooking	HasSubevent	you_burn_something
cooking	Causes	food_gets_hot
prime	Synonym	meridian
prime	HasContext	mathematics
prime	IsA	prime
prime	IsA	adulthood
alternator	IsA	generator
alternator	PartOf	electrical_system
alternator	HasContext	car
searching	SimilarTo	intelligent
searching	SimilarTo	exploratory
searching	Synonym	inquisitory
taper	MannerOf	decrease
taper	Synonym	wick
taper	IsA	narrowing
taper	IsA	convex_shape
dosimetry	IsA	measurement
dosimetry	IsA	a_science
cleansing	SimilarTo	antiseptic
cleansing	Synonym	ablutionary
cleansing	Synonym	cleaning
metre	Synonym	meter
metre	Synonym	meter
metre	Synonym	meter
wears	DefinedAs	3rd_person_singular_form_of_wear
ciliate	Synonym	ciliate
ciliate	IsA	protozoan
ciliate	Synonym	ciliary
shaping	IsA	process
shaping	Synonym	formative
shaping	Synonym	formation
leaky	SimilarTo	draughty
leaky	SimilarTo	incontinent
leaky	Synonym	blabbermouthed
leaky	RelatedTo	unseaworthy
taller	HasPrerequisite	wear_high_heels
boiled	Synonym	poached
shellfish	Synonym	mollusk
shellfish	IsA	seafood
colonize	MannerOf	settle
colonize	MannerOf	annex
oxidize	HasContext	chemistry
oxidize	MannerOf	change
deuterium	IsA	hydrogen_atom
deuterium	IsA	isotope
hemlock	IsA	conifer
hemlock	Synonym	hemlock
hemlock	IsA	plant_toxin
hemlock	IsA	wood
dakota	IsA	Siouan
dakota	PartOf	Dakota
dakota	PartOf	United_States
dakota	IsA	Siouan
tailing	Synonym	shadowing
bog	Synonym	bog
libraries	ReceivesAction	filled_with_books
libraries	NotCapableOf	like_people_talking_whilst_working_there
libraries	IsA	good_places_to_study
libraries	HasA	"books,_tapes,_and_computer_programs"
son	RelatedTo	child
son	RelatedTo	male
son	RelatedTo	boy
son	RelatedTo	father
contrary	Synonym	on_the_contrary
accepting	SimilarTo	acceptive
thirteenth	IsA	rank
thirteenth	Synonym	13th
labyrinthodont	IsA	amphibian
enhancer	Synonym	foil
interpretive	Synonym	interpretative
rendering	Synonym	rendition
rendering	IsA	drawing
rendering	IsA	payment
rendering	Synonym	translation
subjective	Synonym	immanent
subjective	SimilarTo	unverifiable
subjective	SimilarTo	personal
accord	RelatedTo	agreement
accord	RelatedTo	car
accord	Synonym	harmonize
accord	Synonym	treaty
anchor	IsA	hook
yin	HasContext	China
yin	IsA	principle
chancroid	IsA	ulcer
pap	Synonym	nipple
pap	Synonym	soft_diet
pap	IsA	drivel
smear	Synonym	smear
smear	Synonym	smudge
smear	Synonym	defame
smear	IsA	smear
std	Synonym	venereal_disease
std	Synonym	Doctor_of_Sacred_Theology
seats	Synonym	seating
seats	ReceivesAction	found_in_cars
yesterday	IsA	past
tandem	IsA	placement
tandem	Synonym	bicycle-built-for-two
tandem	Synonym	in_tandem
sonogram	IsA	ikon
adjective	IsA	adjective
adjective	PartOf	adjective
segmental	HasContext	linguistics
segmental	SimilarTo	divided
segmental	Synonym	metameric
alphabet	IsA	a_series_of_letters
alphabet	IsA	alphabet
alphabet	IsA	alphabet
alphabet	IsA	alphabet
cyclical	Synonym	cyclic
aggregated	Synonym	aggregative
extraordinary	SimilarTo	some
vancouver	IsA	in_Canada
vancouver	PartOf	British_Columbia
vancouver	PartOf	Washington
vancouver	Synonym	George_Vancouver
anchorage	IsA	area
anchorage	IsA	arrival
anchorage	IsA	condition
zoo	RelatedTo	animal
church	RelatedTo	building
church	RelatedTo	religious
church	UsedFor	worship
church	RelatedTo	place
immunized	Synonym	vaccinated
reminiscent	SimilarTo	mindful
sporozoite	IsA	sporozoan
hoarfrost	Synonym	frost
fans	CapableOf	crowd_an_arena
fans	CapableOf	make_waves_at_ball_games
fans	IsA	rotating_blades
fans	CapableOf	shout_for_their_team
diseased	Synonym	pathologic
acetylcholine	IsA	neurotransmitter
hallmark	Synonym	authentication
rooting	IsA	growth
lengthy	Synonym	protracted
reflexive	Synonym	reflexive_pronoun
reflexive	Synonym	self-referent
reflexive	SimilarTo	involuntary
reflexive	HasContext	physiology
puppies	HasA	bad_breath
puppies	IsA	baby
puppies	HasA	hair_all_over_them
puppies	CausesDesire	play_games
pineal	SimilarTo	rounded
recognizable	Synonym	recognisable
recognizable	SimilarTo	perceptible
nail	CapableOf	cause_a_puncture_wound
nail	PartOf	nail
nail	IsA	nail
nail	IsA	nail
awry	Synonym	amiss
awry	Synonym	askew
awry	Synonym	skew-whiff
vena	Synonym	vein
enormously	Synonym	staggeringly
alike	Synonym	alike_p
alike	Synonym	likewise
nucleon	IsA	baryon
nucleon	PartOf	nucleus
decompression	IsA	easing
decompression	IsA	decoding
narcosis	IsA	narcosis
narcosis	IsA	unconsciousness
parameter	IsA	value
parameter	IsA	address
restriction	IsA	rule
monera	IsA	kingdom
monera	Synonym	Monera
jawed	SimilarTo	long-jawed
jawed	SimilarTo	jawed
jawed	SimilarTo	square-jawed
jawed	SimilarTo	jawed
immunologist	IsA	medical_scientist
referenced	SimilarTo	documented
gallium	IsA	metallic_element
recoil	Synonym	bounce
recoil	Synonym	backfire
recoil	IsA	movement
nucleosynthesis	HasContext	astronomy
nucleosynthesis	IsA	synthesis
zag	Synonym	zigzag
fell	IsA	seam
fell	Causes	descend
fell	MannerOf	cut
kansas	PartOf	the_United_States
kansas	Synonym	Kansas
kansas	PartOf	Midwest
kansas	PartOf	Kansas
geochemistry	IsA	chemistry
forearm	MannerOf	arm
forearm	IsA	limb
progressive	IsA	tense
progressive	SimilarTo	degressive
progressive	Synonym	reform-minded
semester	PartOf	school_year
semester	IsA	school_term
semester	IsA	time_period
anthropology	IsA	social_science
anthropology	IsA	anthropology
anthropology	IsA	anthropology
gun	UsedFor	kill_someone
gun	RelatedTo	weapon
gun	UsedFor	shooting_things
gun	CapableOf	kill_people
dysfunction	HasContext	medicine
dysfunction	IsA	dysfunction
dysfunction	IsA	pathology
lip	RelatedTo	mouth
lip	RelatedTo	part
lip	RelatedTo	kissing
lip	UsedFor	whistling
spoken	SimilarTo	verbalised
spoken	SimilarTo	verbal
spoken	RelatedTo	articulate
spoken	SimilarTo	word-of-mouth
articulated	SimilarTo	jointed
audience	IsA	a_group_of_people
audience	RelatedTo	people
audience	CapableOf	laugh_at_a_comedian
audience	RelatedTo	crowd
faulting	Synonym	fault
anyway	Synonym	in_any_event
desertification	IsA	geological_process
drivers	CapableOf	turn_cars
drivers	CapableOf	back_trailers
drivers	HasA	passed_their_driving_test
drivers	CapableOf	fall_asleep_at_the_wheel
upcoming	Synonym	approaching
shortages	CapableOf	push_prices_up
detrimental	Synonym	prejudicious
refract	MannerOf	determine
refract	HasContext	optics
refract	MannerOf	subject
oblique	SimilarTo	bias
oblique	SimilarTo	nonparallel
oblique	RelatedTo	inclined
oblique	Synonym	oblique
sands	Synonym	littoral
dune	IsA	dune
subaqueous	Synonym	subaquatic
lysosome	IsA	organelle
balancing	Synonym	reconciliation
adenozine	MadeOf	oxygen
adenozine	MadeOf	hydrogen
compliance	Synonym	conformity
compliance	Synonym	complaisance
inherent	Synonym	implicit_in
inherent	Synonym	built-in
cement	MannerOf	bind
cement	IsA	building_material
automotive	Synonym	self-propelled
girl	RelatedTo	female
girl	RelatedTo	young
girl	RelatedTo	woman
girl	DistinctFrom	boy
recede	MannerOf	change
recede	Synonym	withdraw
detached	SimilarTo	freestanding
detached	SimilarTo	unfixed
detached	Synonym	separated
detached	Synonym	set-apart
tubelike	Synonym	tube-shaped
cancel	MannerOf	score
coalescence	IsA	union
scalar	IsA	variable
doppler	Synonym	Christian_Johann_Doppler
doppler	IsA	an_Austrian_physicist
runny	SimilarTo	liquid
fragmented	SimilarTo	divided
viscous	SimilarTo	thick
viscous	Synonym	mucilaginous
acrylic	UsedFor	paint_a_picture
acrylic	IsA	synthetic_resin
acrylic	Synonym	acrylic
acrylic	IsA	fabric
polynucleotide	IsA	nucleotide
polynucleotide	HasContext	biochemistry
relay	Synonym	relays
pearly	Synonym	pearly-white
pearly	Synonym	chopper
calculators	UsedFor	do_math
calculators	UsedFor	speed_up_math_computations
calculators	UsedFor	calculate_numbers
calculators	CapableOf	solve_equations
threshold	Synonym	doorsill
threshold	IsA	sensation
threshold	IsA	beginning
threshold	Synonym	doorway
ignore	Synonym	dismiss
meal	IsA	occasion
slurry	IsA	suspension
depolarize	MannerOf	change
depolarize	HasContext	physics
outcome	Synonym	consequence
outcome	Synonym	result
signify	MannerOf	indicate
signify	Synonym	mean
tending	Synonym	care
tending	Synonym	disposed
appalachian	IsA	American
correlation	Synonym	correlation
correlation	IsA	reciprocality
correlation	PartOf	correlational_analysis
correlation	IsA	correlation
monitors	CapableOf	show_text
premier	MannerOf	perform
premier	SimilarTo	first
premier	Synonym	premiere
premier	Synonym	chancellor
civilian	SimilarTo	noncombatant
fleet	PartOf	bus_line
fleet	Synonym	flit
interbreeding	Synonym	miscegenation
interbreeding	Synonym	hybridization
default	Entails	owe
default	IsA	failure
default	Synonym	nonpayment
default	IsA	loss
hertz	Synonym	Gustav_Ludwig_Hertz
lump	Synonym	ball
lump	Synonym	hunk
lubrication	MadeOf	oil
lubrication	UsedFor	reducing_friction
ligament	PartOf	muscular_structure
adaptability	IsA	ability
vortex	Synonym	whirl
vortex	Synonym	whirlpool
tequila	IsA	liquor
drown	MannerOf	be
excreta	Synonym	body_waste
diving	HasSubevent	holding_your_breath
diving	UsedFor	entering_water
diving	UsedFor	exercise
diving	Causes	wetness
aerated	SimilarTo	effervescent
aerated	SimilarTo	treated
radiators	UsedFor	cool_a_cars_motor
