label	text_a	text_b
1	STUDIES REVIEWED Double blind randomised placebo controlled trials of approved anti-obesity drugs used in adults (age over 18) for one year or longer. Compared with placebo, orlistat reduced weight by 2.9 kg (95% confidence interval 2.5 kg to 3.2 kg), sibutramine by 4.2 kg (3.6 kg to 4.7 kg), and rimonabant by 4.7 kg (4.1 kg to 5.3 kg).	Medications to treat obesity have unwanted side effects.
2	CONCLUSIONS Although gender may not be predictive of mortality among all infections, women appear to be at increased risk for death from hospital-acquired pneumonia, even after controlling for other comorbidities.	Men are more susceptible to death due to pneumonia when compared to women.
2	CONCLUSIONS Although gender may not be predictive of mortality among all infections, women appear to be at increased risk for death from hospital-acquired pneumonia, even after controlling for other comorbidities.	Men are more susceptible to death due to pneumonia when compared to women.
1	PARTICIPANTS A total of 892 patients in the surgical units of the hospital with 1470 consecutive infectious episodes (782 in men and 688 in women). After logistic regression analysis, factors independently associated with mortality included higher APACHE (Acute Physiology and Chronic Health Evaluation) II score, older age, malignancy, blood transfusion, and diagnosis of infection more than 7 days after admission, but not gender (female odds ratio [OR] for death, 1.32; 95% confidence interval [CI], 0.90-1.94; P = .16).	Men are more susceptible to death due to pneumonia when compared to women.
2	On balance, a combination including oxaliplatin was preferable to single-agent fluoropyrimidines, although the primary endpoint of PFS was not met.	Metastatic colorectal cancer treated with a single agent fluoropyrimidines resulted in similar efficacy and better quality of life when compared with oxaliplatin-based chemotherapy in elderly patients.
2	On balance, a combination including oxaliplatin was preferable to single-agent fluoropyrimidines, although the primary endpoint of PFS was not met.	Metastatic colorectal cancer treated with a single agent fluoropyrimidines resulted in similar efficacy and better quality of life when compared with oxaliplatin-based chemotherapy in elderly patients.
1	The two primary outcome measures were: addition of oxaliplatin ([A vs B] + [C vs D]), assessed with progression-free survival (PFS); and substitution of fluorouracil with capecitabine ([A vs C] + [B vs D]), assessed by change from baseline to 12 weeks in global quality of life (QoL).	Metastatic colorectal cancer treated with a single agent fluoropyrimidines resulted in similar efficacy and better quality of life when compared with oxaliplatin-based chemotherapy in elderly patients.
2	A single dose of EILV/CHIKV produced in mosquito cells elicited rapid (within 4 d) and long-lasting (>290 d) neutralizing antibodies that provided complete protection in two different mouse models.	Mice are incapable of producing neutralizing antibodies in reponse to the Chikungunya virus (CHIKV) produced in mosquitos.
2	A single dose of EILV/CHIKV produced in mosquito cells elicited rapid (within 4 d) and long-lasting (>290 d) neutralizing antibodies that provided complete protection in two different mouse models.	Mice are incapable of producing neutralizing antibodies in reponse to the Chikungunya virus (CHIKV) produced in mosquitos.
1	In contrast, the inability of inactivated vaccines to replicate enhances safety at the expense of immunogenicity, often necessitating multiple doses and boosters.	Mice are incapable of producing neutralizing antibodies in reponse to the Chikungunya virus (CHIKV) produced in mosquitos.
1	DNA polymerases mu (pol mu), lambda (pol lambda), and terminal deoxynucleotidyltransferase (TdT) are enzymes of the pol X family that share homology in sequence and functional domain organization.	Mice defective for deoxyribonucleic acid (DNA) polymerase I (polI) fail to reveal increased sensitivity to ionizing radiation (IR).
1	We showed previously that pol mu participates in light chain but surprisingly not heavy chain gene rearrangement.	Mice defective for deoxyribonucleic acid (DNA) polymerase m (polm) fail to reveal increased sensitivity to ionizing radiation (IR).
1	We showed previously that pol mu participates in light chain but surprisingly not heavy chain gene rearrangement. We show here that immunoglobulin heavy chain junctions from pol lambda-deficient animals have shorter length with normal N-additions, thus indicating that pol lambda is recruited during heavy chain rearrangement at a step that precedes the action of TdT. In contrast to previous in vitro studies, analysis of animals with combined inactivation of these enzymes revealed no overlapping or compensatory activities for V(D)J recombination between pol mu, pol lambda, and TdT. This complex usage of polymerases with distinct catalytic specificities may correspond to the specific function that the third hypervariable region assumes for each immunoglobulin chain, with pol lambda maintaining a large heavy chain junctional heterogeneity and pol mu ensuring a restricted light chain junctional variability.	Mice defective for deoxyribonucleic acid (DNA) polymerase m (polm) reveal increased sensitivity to ionizing radiation (IR).
2	Here, we show that mice lacking SIRT1 in steroidogenic factor 1 (SF1) neurons are hypersensitive to dietary obesity owing to maladaptive energy expenditure. Also, mutant mice have increased susceptibility to developing dietary T2DM due to insulin resistance in skeletal muscle.	Mice lacking Sirt1 in Sf1-expressing neurons are immune to diet-induced obesity and insulin resistance.
2	Conversely, mice overexpressing SIRT1 in SF1 neurons are more resistant to diet-induced obesity and insulin resistance due to increased energy expenditure and enhanced skeletal muscle insulin sensitivity.	Mice lacking Sirt1 in Sf1-expressing neurons are immune to diet-induced obesity and insulin resistance.
2	Here, we show that mice lacking SIRT1 in steroidogenic factor 1 (SF1) neurons are hypersensitive to dietary obesity owing to maladaptive energy expenditure. Also, mutant mice have increased susceptibility to developing dietary T2DM due to insulin resistance in skeletal muscle. Conversely, mice overexpressing SIRT1 in SF1 neurons are more resistant to diet-induced obesity and insulin resistance due to increased energy expenditure and enhanced skeletal muscle insulin sensitivity.	Mice lacking Sirt1 in Sf1-expressing neurons are immune to diet-induced obesity and insulin resistance.
1	Chronic feeding on high-calorie diets causes obesity and type 2 diabetes mellitus (T2DM), illnesses that affect hundreds of millions. Our results unveil important protective roles of SIRT1 in SF1 neurons against dietary metabolic imbalance.	Mice lacking Sirt1 in Sf1-expressing neurons are immune to diet-induced obesity and insulin resistance.
0	Here, we show that mice lacking SIRT1 in steroidogenic factor 1 (SF1) neurons are hypersensitive to dietary obesity owing to maladaptive energy expenditure. Also, mutant mice have increased susceptibility to developing dietary T2DM due to insulin resistance in skeletal muscle.	Mice lacking Sirt1 in Sf1-expressing neurons have increased susceptibility to diet-induced obesity and insulin resistance.
0	Conversely, mice overexpressing SIRT1 in SF1 neurons are more resistant to diet-induced obesity and insulin resistance due to increased energy expenditure and enhanced skeletal muscle insulin sensitivity.	Mice lacking Sirt1 in Sf1-expressing neurons have increased susceptibility to diet-induced obesity and insulin resistance.
0	Here, we show that mice lacking SIRT1 in steroidogenic factor 1 (SF1) neurons are hypersensitive to dietary obesity owing to maladaptive energy expenditure. Also, mutant mice have increased susceptibility to developing dietary T2DM due to insulin resistance in skeletal muscle. Conversely, mice overexpressing SIRT1 in SF1 neurons are more resistant to diet-induced obesity and insulin resistance due to increased energy expenditure and enhanced skeletal muscle insulin sensitivity.	Mice lacking Sirt1 in Sf1-expressing neurons have increased susceptibility to diet-induced obesity and insulin resistance.
1	Chronic feeding on high-calorie diets causes obesity and type 2 diabetes mellitus (T2DM), illnesses that affect hundreds of millions. Mechanistically, these aberrations arise, in part, from impaired metabolic actions of the neuropeptide orexin-A and the hormone leptin.	Mice lacking Sirt1 in Sf1-expressing neurons have increased susceptibility to diet-induced obesity and insulin resistance.
0	Lack of IFN-gamma due to either depletion with an antibody or a genetic deficiency exacerbated myocarditis.	Mice that lack Interferon-γ or its receptor are highly susceptible to experimental autoimmune myocarditis.
0	In contrast, IFN-gamma plays a protective role.	Mice that lack Interferon-γ or its receptor are highly susceptible to experimental autoimmune myocarditis.
0	Lack of IFN-gamma due to either depletion with an antibody or a genetic deficiency exacerbated myocarditis. In contrast, IFN-gamma plays a protective role.	Mice that lack Interferon-γ or its receptor are highly susceptible to experimental autoimmune myocarditis.
1	Both IL-12Rbeta1-deficient mice and STAT4-deficient mice were resistant to the induction of myocarditis.	Mice that lack Interferon-γ or its receptor are highly susceptible to experimental autoimmune myocarditis.
0	METHODS AND RESULTS We showed that IFN-gamma receptor-deficient mice (IFN-gammaR(-/-)) on a BALB/c background immunized with a peptide derived from cardiac alpha-myosin heavy chain develop severe myocarditis with high mortality.	Mice that lack Interferon-γ or its receptor are highly susceptible to experimental autoimmune myocarditis.
0	Although myocarditis subsided in wild-type mice after 3 weeks, IFN-gammaR(-/-) mice showed persistent disease.	Mice that lack Interferon-γ or its receptor are highly susceptible to experimental autoimmune myocarditis.
0	CONCLUSIONS Our data provide evidence that IFN-gamma protects mice from lethal autoimmune myocarditis by inducing the expression of inducible nitric oxide synthase followed by the downregulation of T-cell responses.	Mice that lack Interferon-γ or its receptor are highly susceptible to experimental autoimmune myocarditis.
0	METHODS AND RESULTS We showed that IFN-gamma receptor-deficient mice (IFN-gammaR(-/-)) on a BALB/c background immunized with a peptide derived from cardiac alpha-myosin heavy chain develop severe myocarditis with high mortality. Although myocarditis subsided in wild-type mice after 3 weeks, IFN-gammaR(-/-) mice showed persistent disease. CONCLUSIONS Our data provide evidence that IFN-gamma protects mice from lethal autoimmune myocarditis by inducing the expression of inducible nitric oxide synthase followed by the downregulation of T-cell responses.	Mice that lack Interferon-γ or its receptor are highly susceptible to experimental autoimmune myocarditis.
1	BACKGROUND Interferon-gamma (IFN-gamma) is an essential cytokine in the regulation of inflammatory responses in autoimmune diseases. The persistent inflammation was accompanied by vigorous in vitro CD4 T-cell responses and impaired inducible nitric oxide synthase expression, together with evidence of impaired nitric oxide production in IFN-gammaR(-/-) hearts.	Mice that lack Interferon-γ or its receptor are highly susceptible to experimental autoimmune myocarditis.
0	Lack of IFN-gamma due to either depletion with an antibody or a genetic deficiency exacerbated myocarditis.	Mice without IFN-γ or its receptor are highly susceptible to EAM induced with α-MyHC/CFA.
0	In contrast, IFN-gamma plays a protective role.	Mice without IFN-γ or its receptor are highly susceptible to EAM induced with α-MyHC/CFA.
0	Lack of IFN-gamma due to either depletion with an antibody or a genetic deficiency exacerbated myocarditis. In contrast, IFN-gamma plays a protective role.	Mice without IFN-γ or its receptor are highly susceptible to EAM induced with α-MyHC/CFA.
1	This effect is believed to be mediated primarily through the activation of STAT4 and subsequent production of interferon (IFN)-gamma. Treatment of mice with recombinant IFN-gamma suppressed the development of myocarditis.	Mice without IFN-γ or its receptor are highly susceptible to EAM induced with α-MyHC/CFA.
2	Biochemical results indicate that inhibition of transcription occurs at the level of NTP uptake or NTP binding by RNAP.	Microcin J25 encourages nucleoside triphosphate (NTP) binding.
2	Biochemical results indicate that inhibition of transcription occurs at the level of NTP uptake or NTP binding by RNAP.	Microcin J25 encourages nucleoside triphosphate (NTP) binding.
1	Obstruction of the RNAP secondary channel represents an attractive target for drug discovery.	Microcin J25 encourages nucleoside triphosphate (NTP) binding.
0	Biochemical results indicate that inhibition of transcription occurs at the level of NTP uptake or NTP binding by RNAP.	Microcin J25 inhibits nucleoside triphosphate (NTP) binding.
0	Biochemical results indicate that inhibition of transcription occurs at the level of NTP uptake or NTP binding by RNAP.	Microcin J25 inhibits nucleoside triphosphate (NTP) binding.
1	Biophysical results indicate that inhibition of transcription involves binding of MccJ25 within the RNAP secondary channel.	Microcin J25 inhibits nucleoside triphosphate (NTP) binding.
0	These physiological functions of microglia in the normal CNS begin during development and persist into maturity.	Microglia are an innate immune cell type of the central nervous system.
0	Here, we develop a conceptual framework for functions of microglia beyond neuroinflammation and discuss the rich repertoire of signaling and communication motifs in microglia that are critical both in pathology and for the normal physiology of the CNS.	Microglia are an innate immune cell type of the central nervous system.
0	These physiological functions of microglia in the normal CNS begin during development and persist into maturity. Here, we develop a conceptual framework for functions of microglia beyond neuroinflammation and discuss the rich repertoire of signaling and communication motifs in microglia that are critical both in pathology and for the normal physiology of the CNS.	Microglia are an innate immune cell type of the central nervous system.
1	Recent findings challenge the concept that microglia solely function in disease states in the central nervous system (CNS).	Microglia are an innate immune cell type of the central nervous system.
2	These physiological functions of microglia in the normal CNS begin during development and persist into maturity.	Microglia are an innate immune cell type of the peripheral nervous system.
2	Here, we develop a conceptual framework for functions of microglia beyond neuroinflammation and discuss the rich repertoire of signaling and communication motifs in microglia that are critical both in pathology and for the normal physiology of the CNS.	Microglia are an innate immune cell type of the peripheral nervous system.
2	These physiological functions of microglia in the normal CNS begin during development and persist into maturity. Here, we develop a conceptual framework for functions of microglia beyond neuroinflammation and discuss the rich repertoire of signaling and communication motifs in microglia that are critical both in pathology and for the normal physiology of the CNS.	Microglia are an innate immune cell type of the peripheral nervous system.
1	Recent findings challenge the concept that microglia solely function in disease states in the central nervous system (CNS).	Microglia are an innate immune cell type of the peripheral nervous system.
0	Additional analyses indicated a significantly higher risk among people who had migraine with aura (2.16, 1.53 to 3.03) compared with people who had migraine without aura (1.23, 0.90 to 1.69; meta-regression for aura status P=0.02).	Migraine with aura is associated with ischemic stroke.
0	CONCLUSION Migraine is associated with a twofold increased risk of ischaemic stroke, which is only apparent among people who have migraine with aura.	Migraine with aura is associated with ischemic stroke.
0	Additional analyses indicated a significantly higher risk among people who had migraine with aura (2.16, 1.53 to 3.03) compared with people who had migraine without aura (1.23, 0.90 to 1.69; meta-regression for aura status P=0.02). CONCLUSION Migraine is associated with a twofold increased risk of ischaemic stroke, which is only apparent among people who have migraine with aura.	Migraine with aura is associated with ischemic stroke.
1	Our results also suggest a higher risk among women and risk was further magnified for people with migraine who were aged less than 45, smokers, and women who used oral contraceptives.	Migraine with aura is associated with ischemic stroke.
0	All the misunderstandings were associated with lack of patients' participation in the consultation in terms of the voicing of expectations and preferences or the voicing of responses to doctors' decisions and actions. They were all associated with potential or actual adverse outcomes such as non-adherence to treatment.	Misunderstandings between doctors and patients can lead to non-adherence.
0	All the misunderstandings were associated with lack of patients' participation in the consultation in terms of the voicing of expectations and preferences or the voicing of responses to doctors' decisions and actions. They were all associated with potential or actual adverse outcomes such as non-adherence to treatment.	Misunderstandings between doctors and patients can lead to non-adherence.
1	MAIN OUTCOME MEASURES Misunderstandings between patients and doctors that have potential or actual adverse consequences for taking medicine. In particular doctors seemed unaware of the relevance of patients' ideas about medicines for successful prescribing.	Misunderstandings between doctors and patients can lead to non-adherence.
0	Additionally, they participate in intermediary metabolism, calcium signaling, and apoptosis.	Mitochondria play a major role in apoptosis.
0	Additionally, they participate in intermediary metabolism, calcium signaling, and apoptosis.	Mitochondria play a major role in apoptosis.
1	Given these well-established functions, it might be expected that mitochondrial dysfunction would give rise to a simple and predictable set of defects in all tissues. However, mitochondrial dysfunction has pleiotropic effects in multicellular organisms.	Mitochondria play a major role in apoptosis.
0	Mitochondria are the primary energy-generating system in most eukaryotic cells.	Mitochondria play a major role in energy production.
0	Mitochondria are the primary energy-generating system in most eukaryotic cells.	Mitochondria play a major role in energy production.
1	Given these well-established functions, it might be expected that mitochondrial dysfunction would give rise to a simple and predictable set of defects in all tissues. However, mitochondrial dysfunction has pleiotropic effects in multicellular organisms.	Mitochondria play a major role in energy production.
2	Additionally, they participate in intermediary metabolism, calcium signaling, and apoptosis.	Mitochondria play a trivial role in calcium homeostasis.
2	Additionally, they participate in intermediary metabolism, calcium signaling, and apoptosis.	Mitochondria play a trivial role in calcium homeostasis.
1	Mitochondria are the primary energy-generating system in most eukaryotic cells. Given these well-established functions, it might be expected that mitochondrial dysfunction would give rise to a simple and predictable set of defects in all tissues.	Mitochondria play a trivial role in calcium homeostasis.
1	Our attitude towards candy—“if it tastes that good, it can't be healthy”—betrays society's puritanical stance towards pleasure.	Moderate consumption of candy and chocolate reduces the risk of cardiovascular disease (CVD).
2	N-cadherin–specific antibodies markedly delayed the time to emergence of castration resistance, markedly affected tumor histology and angiogenesis, and reduced both AKT serine-threonine kinase activity and serum interleukin-8 (IL-8) secretion.	Monoclonal antibody targeting of N-cadherin encourages castration resistance.
2	N-cadherin–specific antibodies markedly delayed the time to emergence of castration resistance, markedly affected tumor histology and angiogenesis, and reduced both AKT serine-threonine kinase activity and serum interleukin-8 (IL-8) secretion.	Monoclonal antibody targeting of N-cadherin encourages castration resistance.
1	Monoclonal antibodies against the ectodomain of N-cadherin reduced proliferation, adhesion and invasion of prostate cancer cells in vitro. These data indicate that N-cadherin is a major cause of both prostate cancer metastasis and castration resistance.	Monoclonal antibody targeting of N-cadherin encourages castration resistance.
2	In vivo, these antibodies slowed the growth of multiple established CRPC xenografts, blocked local invasion and metastasis and, at higher doses, led to complete regression.	Monoclonal antibody targeting of N-cadherin encourages metastasis.
2	Therapeutic targeting of this factor with monoclonal antibodies may have considerable clinical benefit.	Monoclonal antibody targeting of N-cadherin encourages metastasis.
2	In vivo, these antibodies slowed the growth of multiple established CRPC xenografts, blocked local invasion and metastasis and, at higher doses, led to complete regression. Therapeutic targeting of this factor with monoclonal antibodies may have considerable clinical benefit.	Monoclonal antibody targeting of N-cadherin encourages metastasis.
1	These data indicate that N-cadherin is a major cause of both prostate cancer metastasis and castration resistance.	Monoclonal antibody targeting of N-cadherin encourages metastasis.
0	N-cadherin–specific antibodies markedly delayed the time to emergence of castration resistance, markedly affected tumor histology and angiogenesis, and reduced both AKT serine-threonine kinase activity and serum interleukin-8 (IL-8) secretion.	Monoclonal antibody targeting of N-cadherin inhibits castration resistance.
0	N-cadherin–specific antibodies markedly delayed the time to emergence of castration resistance, markedly affected tumor histology and angiogenesis, and reduced both AKT serine-threonine kinase activity and serum interleukin-8 (IL-8) secretion.	Monoclonal antibody targeting of N-cadherin inhibits castration resistance.
1	In vivo, these antibodies slowed the growth of multiple established CRPC xenografts, blocked local invasion and metastasis and, at higher doses, led to complete regression.	Monoclonal antibody targeting of N-cadherin inhibits castration resistance.
0	Monoclonal antibodies against the ectodomain of N-cadherin reduced proliferation, adhesion and invasion of prostate cancer cells in vitro.	Monoclonal antibody targeting of N-cadherin inhibits growth.
0	Monoclonal antibodies against the ectodomain of N-cadherin reduced proliferation, adhesion and invasion of prostate cancer cells in vitro.	Monoclonal antibody targeting of N-cadherin inhibits growth.
1	The transition from androgen-dependent to castration-resistant prostate cancer (CRPC) is a lethal event of uncertain molecular etiology.	Monoclonal antibody targeting of N-cadherin inhibits growth.
0	The replication profile is predominantly determined by the kinetics of origin firing, allowing us to reconstruct chromosome-wide timing profiles from an asynchronous culture.	Most termination events in Okazaki fragments are dictated by initiation patterns.
0	The replication profile is predominantly determined by the kinetics of origin firing, allowing us to reconstruct chromosome-wide timing profiles from an asynchronous culture.	Most termination events in Okazaki fragments are dictated by initiation patterns.
1	Many fundamental aspects of DNA replication, such as the exact locations where DNA synthesis is initiated and terminated, how frequently origins are used, and how fork progression is influenced by transcription, are poorly understood.	Most termination events in Okazaki fragments are dictated by initiation patterns.
0	Strikingly, live mice can be obtained upon injection of AG-haESCs into MII oocytes, and these mice bear haESC-carried genetic traits and develop into fertile adults.	Mouse models can be generated using "artificial spermatids."
0	Strikingly, live mice can be obtained upon injection of AG-haESCs into MII oocytes, and these mice bear haESC-carried genetic traits and develop into fertile adults.	Mouse models can be generated using "artificial spermatids."
1	However, successful generation of live animals from these haESCs, which is needed to extend the genetic analysis to the organism level, has not been achieved. These cells, designated as AG-haESCs, partially maintain paternal imprints, express classical ESC pluripotency markers, and contribute to various tissues, including the germline, upon injection into diploid blastocysts.	Mouse models can be generated using "artificial spermatids."
0	Ascorbic-acid levels were undetectable or markedly reduced in the blood and tissues of Slc23a1−/− mice. Slc23a1−/− mice died within a few minutes of birth with respiratory failure and intraparenchymal brain hemorrhage.	Mutant mice lacking SVCT2 have severely reduced ascorbic acid levels in both brain and adrenals.
0	Brain hemorrhage was unlikely to be simply a form of scurvy since Slc23a1−/− mice showed no hemorrhage in any other tissues and their skin had normal skin 4-hydroxyproline levels despite low ascorbic-acid content.	Mutant mice lacking SVCT2 have severely reduced ascorbic acid levels in both brain and adrenals.
0	Ascorbic-acid levels were undetectable or markedly reduced in the blood and tissues of Slc23a1−/− mice. Slc23a1−/− mice died within a few minutes of birth with respiratory failure and intraparenchymal brain hemorrhage. Brain hemorrhage was unlikely to be simply a form of scurvy since Slc23a1−/− mice showed no hemorrhage in any other tissues and their skin had normal skin 4-hydroxyproline levels despite low ascorbic-acid content.	Mutant mice lacking SVCT2 have severely reduced ascorbic acid levels in both brain and adrenals.
1	We have created mice deficient in the mouse ortholog (solute carrier family 23 member 1 or Slc23a1) of a rat ascorbic-acid transporter, Svct2 (ref. 4).	Mutant mice lacking SVCT2 have severely reduced ascorbic acid levels in both brain and adrenals.
1	Thus, GNB1 and GNB2 alterations confer transformed and resistance phenotypes across a range of human tumors and may be targetable with inhibitors of G protein signaling.	Mutations in G-Beta protein GNB1 are present in many cancers, resulting in loss of interaction with G-alpha subunits and concomitant activation of AKT pathway.
0	rim1 mutations cause reduced expression of IME1, which is required for expression of many meiotic genes, and thus lead to a partial defect in meiosis and spore formation.	Mutations in RIM1 decrease levels of IME1 RNA.
0	These findings suggest that RIM1 acts independently of MCK1 and IME4 to stimulate IME1 expression.	Mutations in RIM1 decrease levels of IME1 RNA.
0	rim1 mutations cause reduced expression of IME1, which is required for expression of many meiotic genes, and thus lead to a partial defect in meiosis and spore formation. These findings suggest that RIM1 acts independently of MCK1 and IME4 to stimulate IME1 expression.	Mutations in RIM1 decrease levels of IME1 RNA.
1	In addition to RIM1, maximum IME1 expression requires the MCK1 and IME4 gene products. Defects associated with rim1, mck1, and ime4 mutations in expression of a meiotic reporter gene (ime2-lacZ) and in sporulation are additive.	Mutations in RIM1 decrease levels of IME1 RNA.
2	rim1 mutations cause reduced expression of IME1, which is required for expression of many meiotic genes, and thus lead to a partial defect in meiosis and spore formation.	Mutations in RIM1 raise levels of IME1 RNA.
2	These findings suggest that RIM1 acts independently of MCK1 and IME4 to stimulate IME1 expression.	Mutations in RIM1 raise levels of IME1 RNA.
2	rim1 mutations cause reduced expression of IME1, which is required for expression of many meiotic genes, and thus lead to a partial defect in meiosis and spore formation. These findings suggest that RIM1 acts independently of MCK1 and IME4 to stimulate IME1 expression.	Mutations in RIM1 raise levels of IME1 RNA.
1	This analysis of RIM1 suggests that the protein may function as a transcriptional activator.	Mutations in RIM1 raise levels of IME1 RNA.
1	We also established the feasibility of imaging myelinated axons in the human cerebral cortex.	Myelin sheaths are lipid-rich cellular structures.
0	We report a newly developed technique for high-resolution in vivo imaging of myelinated axons in the brain, spinal cord and peripheral nerve that requires no fluorescent labeling.	Myelin sheaths play a role in action potential propagation.
0	Striking color patterns unique to individual myelinated fibers are generated that facilitate their tracing in dense axonal areas.	Myelin sheaths play a role in action potential propagation.
0	We report a newly developed technique for high-resolution in vivo imaging of myelinated axons in the brain, spinal cord and peripheral nerve that requires no fluorescent labeling. Striking color patterns unique to individual myelinated fibers are generated that facilitate their tracing in dense axonal areas.	Myelin sheaths play a role in action potential propagation.
1	This method, based on spectral confocal reflectance microscopy (SCoRe), uses a conventional laser-scanning confocal system to generate images by merging the simultaneously reflected signals from multiple lasers of different wavelengths. These patterns highlight nodes of Ranvier and Schmidt-Lanterman incisures and can be used to detect various myelin pathologies.	Myelin sheaths play a role in action potential propagation.
0	N348I also decreased susceptibility to nevirapine (7.4fold) and efavirenz (2.5-fold) and significantly potentiated resistance to these drugs when combined with K103N.	N348I mutations cause resistance to nevirapine.
0	N348I also decreased susceptibility to nevirapine (7.4fold) and efavirenz (2.5-fold) and significantly potentiated resistance to these drugs when combined with K103N.	N348I mutations cause resistance to nevirapine.
1	Almost all known RT inhibitor resistance mutations identified to date map to the polymerase domain of the enzyme. N348I appeared early in therapy and was highly associated with thymidine analogue mutations (TAMs) M41L and T215Y/F (p , 0.001), the lamivudine resistance mutations M184V/I (p , 0.001), and non-nucleoside RTI (NNRTI) resistance mutations K103N and Y181C/I (p , 0.001).	N348I mutations cause resistance to nevirapine.
2	N348I also decreased susceptibility to nevirapine (7.4fold) and efavirenz (2.5-fold) and significantly potentiated resistance to these drugs when combined with K103N.	N348I mutations reduce resistance to nevirapine.
2	N348I also decreased susceptibility to nevirapine (7.4fold) and efavirenz (2.5-fold) and significantly potentiated resistance to these drugs when combined with K103N.	N348I mutations reduce resistance to nevirapine.
1	The association with TAMs and NNRTI resistance mutations was consistent with the selection of N348I in patients treated with regimens that included both zidovudine and nevirapine (odds ratio 2.62, 95% confidence interval 1.43–4.81).	N348I mutations reduce resistance to nevirapine.
1	RESULTS Twelve control patients (12%) and 4 acetylcysteine patients (4%) developed a more than 25% increase in serum creatinine level within 48 hours after contrast administration (relative risk, 0.32; 95% confidence interval [CI], 0.10-0.96; P =.03).	NAC destabilizes NO to increase the effect of contrast agents on renal functions.
1	CONCLUSION Acetylcysteine protects patients with moderate chronic renal insufficiency from contrast-induced deterioration in renal function after coronary angiographic procedures, with minimal adverse effects and at a low cost. There were no major treatment-related adverse events.	NAC inhibits the generation of angiotensin-converting enzyme.
2	To study the effects of Lrh-1 on mouse gestation, we genetically disrupted its expression in the corpus luteum, resulting in luteal insufficiency. Hormone replacement permitted embryo implantation but was followed by gestational failure with impaired endometrial decidualization, compromised placental formation, fetal growth retardation and fetal death.	NR5A2 does not play a role in development of endometrial tissues.
2	Lrh-1 is also expressed in the mouse and human endometrium, and in a primary culture of human endometrial stromal cells, reduction of NR5A2 transcript abundance by RNA interference abrogated decidualization.	NR5A2 does not play a role in development of endometrial tissues.
2	To study the effects of Lrh-1 on mouse gestation, we genetically disrupted its expression in the corpus luteum, resulting in luteal insufficiency. Hormone replacement permitted embryo implantation but was followed by gestational failure with impaired endometrial decidualization, compromised placental formation, fetal growth retardation and fetal death. Lrh-1 is also expressed in the mouse and human endometrium, and in a primary culture of human endometrial stromal cells, reduction of NR5A2 transcript abundance by RNA interference abrogated decidualization.	NR5A2 does not play a role in development of endometrial tissues.
1	Successful pregnancy requires coordination of an array of signals and factors from multiple tissues. Germline ablation of Nr5a2 (also called Lrh-1), the gene coding for Lrh-1, in mice is embryonically lethal at gastrulation.	NR5A2 does not play a role in development of endometrial tissues.
1	Hormone replacement permitted embryo implantation but was followed by gestational failure with impaired endometrial decidualization, compromised placental formation, fetal growth retardation and fetal death.	NR5A2 is important in reverse cholesterol transport in humans.
2	In participants of our case-cohort study who were free of T2D and cardiovascular disease at baseline, we observed a 21% (95% CI 3%-36%) decreased risk of incident T2D per one standard deviation (SD) higher log-transformed NT-pro-BNP levels in analysis adjusted for age, sex, body mass index, systolic blood pressure, smoking, family history of T2D, history of hypertension, and levels of triglycerides, high-density lipoprotein cholesterol, and low-density lipoprotein cholesterol. CONCLUSIONS Our results provide evidence for a potential causal role of the BNP system in the aetiology of T2D.	Natriuretic peptides increase susceptibility to diabetes.
2	In participants of our case-cohort study who were free of T2D and cardiovascular disease at baseline, we observed a 21% (95% CI 3%-36%) decreased risk of incident T2D per one standard deviation (SD) higher log-transformed NT-pro-BNP levels in analysis adjusted for age, sex, body mass index, systolic blood pressure, smoking, family history of T2D, history of hypertension, and levels of triglycerides, high-density lipoprotein cholesterol, and low-density lipoprotein cholesterol. CONCLUSIONS Our results provide evidence for a potential causal role of the BNP system in the aetiology of T2D.	Natriuretic peptides increase susceptibility to diabetes.
1	BACKGROUND Genetic and epidemiological evidence suggests an inverse association between B-type natriuretic peptide (BNP) levels in blood and risk of type 2 diabetes (T2D), but the prospective association of BNP with T2D is uncertain, and it is unclear whether the association is confounded.	Natriuretic peptides increase susceptibility to diabetes.
0	In participants of our case-cohort study who were free of T2D and cardiovascular disease at baseline, we observed a 21% (95% CI 3%-36%) decreased risk of incident T2D per one standard deviation (SD) higher log-transformed NT-pro-BNP levels in analysis adjusted for age, sex, body mass index, systolic blood pressure, smoking, family history of T2D, history of hypertension, and levels of triglycerides, high-density lipoprotein cholesterol, and low-density lipoprotein cholesterol.	Natriuretic peptides protect against diabetes.
0	CONCLUSIONS Our results provide evidence for a potential causal role of the BNP system in the aetiology of T2D.	Natriuretic peptides protect against diabetes.
0	In participants of our case-cohort study who were free of T2D and cardiovascular disease at baseline, we observed a 21% (95% CI 3%-36%) decreased risk of incident T2D per one standard deviation (SD) higher log-transformed NT-pro-BNP levels in analysis adjusted for age, sex, body mass index, systolic blood pressure, smoking, family history of T2D, history of hypertension, and levels of triglycerides, high-density lipoprotein cholesterol, and low-density lipoprotein cholesterol. CONCLUSIONS Our results provide evidence for a potential causal role of the BNP system in the aetiology of T2D.	Natriuretic peptides protect against diabetes.
1	BACKGROUND Genetic and epidemiological evidence suggests an inverse association between B-type natriuretic peptide (BNP) levels in blood and risk of type 2 diabetes (T2D), but the prospective association of BNP with T2D is uncertain, and it is unclear whether the association is confounded.	Natriuretic peptides protect against diabetes.
